"","ID","ID.CapDate","lat","long","Capture.date","Grid","year","Sex","Age","BartAny","EhungINF","NoInf_0","NoUninf_0","Prev_0","NoInf_10","NoUninf_10","Prev_10","NoInf_14.1","NoUninf_14.1","Prev_14.1","NoInf_20","NoUninf_20","Prev_20","NoInf_22.4","NoUninf_22.4","Prev_22.4","NoInf_28.3","NoUninf_28.3","Prev_28.3","NoInf_30","NoUninf_30","Prev_30","NoInf_31.6","NoUninf_31.6","Prev_31.6","NoInf_36.1","NoUninf_36.1","Prev_36.1","NoInf_40","NoUninf_40","Prev_40","NoInf_50","NoUninf_50","Prev_50","NoInf_60","NoUninf_60","Prev_60","NoInf_70","NoUninf_70","Prev_70","NoInf_80","NoUninf_80","Prev_80","NoInf_90","NoUninf_90","Prev_90","NoInf_100","NoUninf_100","Prev_100","NoInf_110","NoUninf_110","Prev_110"
"7425","79775849","79775849-2012-11-20",80,40,2012-11-20,"HA1",2012,"F","Adult",0,0,1,5,0.166666666666667,4,18,0.181818181818182,7,36,0.162790697674419,11,59,0.157142857142857,16,95,0.144144144144144,21,114,0.155555555555556,24,125,0.161073825503356,28,147,0.16,38,175,0.178403755868545,39,189,0.171052631578947,50,262,0.16025641025641,61,341,0.151741293532338,76,423,0.152304609218437,94,510,0.155629139072848,106,603,0.14950634696756,109,625,0.14850136239782,109,625,0.14850136239782
"7455","79776883","79776883-2012-10-24",100,90,2012-10-24,"HA1",2012,"M","Adult",1,0,2,6,0.25,5,17,0.227272727272727,6,25,0.193548387096774,9,33,0.214285714285714,12,51,0.19047619047619,12,54,0.181818181818182,14,66,0.175,14,80,0.148936170212766,15,89,0.144230769230769,16,94,0.145454545454545,25,133,0.158227848101266,30,160,0.157894736842105,38,196,0.162393162393162,51,246,0.171717171717172,63,309,0.169354838709677,78,375,0.172185430463576,85,428,0.165692007797271
"7456","79776883","79776883-2012-11-07",90,80,2012-11-07,"HA1",2012,"M","Adult",1,0,1,4,0.2,6,28,0.176470588235294,11,53,0.171875,11,66,0.142857142857143,15,98,0.132743362831858,15,112,0.118110236220472,16,117,0.120300751879699,18,129,0.122448979591837,23,144,0.137724550898204,26,151,0.146892655367232,34,187,0.153846153846154,42,231,0.153846153846154,55,292,0.15850144092219,74,359,0.170900692840647,90,435,0.171428571428571,101,514,0.164227642276423,102,547,0.157164869029276
"7493","79778567","79778567-2012-10-10",10,0,2012-10-10,"HA1",2012,"F","Adult",1,0,0,5,0,2,20,0.0909090909090909,4,30,0.117647058823529,4,42,0.0869565217391304,4,59,0.0634920634920635,5,63,0.0735294117647059,6,71,0.0779220779220779,7,79,0.0813953488372093,7,86,0.0752688172043011,9,92,0.0891089108910891,12,119,0.0916030534351145,19,153,0.11046511627907,27,187,0.126168224299065,38,219,0.147859922178988,46,256,0.152317880794702,58,318,0.154255319148936,69,368,0.157894736842105
"7512","79779379","79779379-2012-08-28",100,20,2012-08-28,"HA1",2012,"M","Adult",1,1,0,4,0,3,11,0.214285714285714,4,13,0.235294117647059,4,14,0.222222222222222,4,19,0.173913043478261,4,23,0.148148148148148,4,23,0.148148148148148,4,27,0.129032258064516,6,30,0.166666666666667,7,30,0.189189189189189,9,40,0.183673469387755,12,60,0.166666666666667,12,72,0.142857142857143,14,91,0.133333333333333,19,122,0.134751773049645,22,149,0.128654970760234,26,172,0.131313131313131
"7545","79781605","79781605-2012-10-09",60,40,2012-10-09,"HA1",2012,"F","Adult",1,0,0,2,0,2,9,0.181818181818182,4,15,0.210526315789474,8,25,0.242424242424242,9,45,0.166666666666667,12,59,0.169014084507042,14,67,0.172839506172839,16,86,0.156862745098039,18,102,0.15,19,113,0.143939393939394,39,209,0.157258064516129,54,277,0.163141993957704,68,346,0.164251207729469,74,375,0.164810690423163,75,382,0.164113785557987,75,382,0.164113785557987,75,382,0.164113785557987
"7562","79782524","79782524-2012-10-24",40,100,2012-10-24,"HA1",2012,"F","Adult",1,0,1,7,0.125,7,23,0.233333333333333,8,27,0.228571428571429,11,41,0.211538461538462,13,50,0.206349206349206,13,56,0.188405797101449,14,68,0.170731707317073,18,87,0.171428571428571,23,102,0.184,26,121,0.17687074829932,42,192,0.179487179487179,51,238,0.176470588235294,65,294,0.181058495821727,71,335,0.17487684729064,77,397,0.162447257383966,84,446,0.158490566037736,91,499,0.154237288135593
"7563","79782524","79782524-2012-11-07",80,70,2012-11-07,"HA1",2012,"F","Adult",0,0,0,4,0,3,26,0.103448275862069,4,46,0.08,8,64,0.111111111111111,18,101,0.151260504201681,21,118,0.151079136690647,23,131,0.149350649350649,27,153,0.15,32,174,0.155339805825243,33,178,0.156398104265403,44,241,0.154385964912281,58,306,0.159340659340659,75,370,0.168539325842697,93,444,0.173184357541899,101,522,0.162118780096308,102,564,0.153153153153153,103,573,0.152366863905325
"7565","79782524","79782524-2012-11-21",100,100,2012-11-21,"HA1",2012,"F","Adult",0,0,0,2,0,2,16,0.111111111111111,3,19,0.136363636363636,6,41,0.127659574468085,9,54,0.142857142857143,9,59,0.132352941176471,12,72,0.142857142857143,16,89,0.152380952380952,17,97,0.149122807017544,18,109,0.141732283464567,20,155,0.114285714285714,31,192,0.139013452914798,44,237,0.156583629893238,54,290,0.156976744186047,73,364,0.167048054919908,94,453,0.171846435100548,105,509,0.171009771986971
"7566","79782524","79782524-2012-12-18",90,90,2012-12-18,"HA1",2012,"F","Adult",1,1,1,4,0.2,9,36,0.2,14,73,0.160919540229885,18,92,0.163636363636364,23,118,0.163120567375887,23,124,0.156462585034014,24,140,0.146341463414634,27,165,0.140625,28,179,0.135265700483092,30,186,0.138888888888889,42,222,0.159090909090909,53,270,0.164086687306502,66,331,0.16624685138539,86,423,0.168958742632613,109,523,0.17246835443038,123,626,0.164218958611482,129,672,0.161048689138577
"7588","79783063","79783063-2012-11-07",100,100,2012-11-07,"HA1",2012,"F","Adult",1,0,0,0,NA,2,14,0.125,3,17,0.15,6,36,0.142857142857143,8,45,0.150943396226415,8,49,0.140350877192982,10,62,0.138888888888889,14,78,0.152173913043478,14,84,0.142857142857143,15,95,0.136363636363636,17,137,0.11038961038961,28,170,0.141414141414141,40,208,0.161290322580645,50,255,0.163934426229508,66,322,0.170103092783505,85,404,0.173824130879346,95,454,0.17304189435337
"7589","79783063","79783063-2012-12-06",100,90,2012-12-06,"HA1",2012,"F","Adult",0,0,3,13,0.1875,6,34,0.15,10,46,0.178571428571429,13,60,0.178082191780822,16,88,0.153846153846154,18,94,0.160714285714286,21,110,0.16030534351145,23,130,0.150326797385621,24,143,0.143712574850299,25,150,0.142857142857143,35,204,0.146443514644351,44,245,0.152249134948097,55,293,0.158045977011494,74,369,0.167042889390519,91,456,0.16636197440585,109,543,0.167177914110429,119,617,0.161684782608696
"7590","79783063","79783063-2012-12-19",100,90,2012-12-19,"HA1",2012,"F","Adult",0,0,3,14,0.176470588235294,9,36,0.2,13,48,0.213114754098361,16,62,0.205128205128205,19,91,0.172727272727273,21,97,0.177966101694915,24,115,0.172661870503597,26,135,0.161490683229814,27,148,0.154285714285714,28,158,0.150537634408602,38,214,0.150793650793651,47,256,0.155115511551155,59,307,0.16120218579235,78,385,0.168466522678186,95,477,0.166083916083916,115,570,0.167883211678832,125,646,0.162127107652399
"7591","79783071","79783071-2012-10-09",0,40,2012-10-09,"HA1",2012,"F","NotAdult",0,1,0,4,0,2,15,0.117647058823529,2,25,0.0740740740740741,2,42,0.0454545454545455,6,56,0.0967741935483871,7,65,0.0972222222222222,10,78,0.113636363636364,15,97,0.133928571428571,20,109,0.155038759689922,22,122,0.152777777777778,30,167,0.152284263959391,35,195,0.152173913043478,46,228,0.167883211678832,49,263,0.157051282051282,56,304,0.155555555555556,63,344,0.154791154791155,73,379,0.161504424778761
"7622","79785369","79785369-2012-10-10",30,10,2012-10-10,"HA1",2012,"M","NotAdult",0,0,0,3,0,3,19,0.136363636363636,3,31,0.0882352941176471,4,40,0.0909090909090909,5,59,0.078125,6,68,0.0810810810810811,7,80,0.0804597701149425,10,107,0.0854700854700855,14,120,0.104477611940299,14,127,0.099290780141844,19,167,0.102150537634409,28,206,0.11965811965812,41,239,0.146428571428571,52,297,0.148997134670487,65,343,0.159313725490196,77,400,0.161425576519916,80,414,0.161943319838057
"7659","79786360","79786360-2012-08-28",30,10,2012-08-28,"HA1",2012,"F","NotAdult",0,0,0,2,0,1,7,0.125,1,15,0.0625,2,21,0.0869565217391304,2,28,0.0666666666666667,2,33,0.0571428571428571,2,37,0.0512820512820513,4,50,0.0740740740740741,6,56,0.0967741935483871,6,62,0.0882352941176471,7,82,0.0786516853932584,12,102,0.105263157894737,16,116,0.121212121212121,21,133,0.136363636363636,23,150,0.132947976878613,28,171,0.14070351758794,29,181,0.138095238095238
"7660","79786360","79786360-2012-08-15",20,0,2012-08-15,"HA1",2012,"F","NotAdult",0,0,0,1,0,1,7,0.125,2,14,0.125,3,21,0.125,3,27,0.1,3,35,0.0789473684210526,3,36,0.0769230769230769,3,40,0.0697674418604651,3,42,0.0666666666666667,3,45,0.0625,6,58,0.09375,7,74,0.0864197530864197,7,86,0.0752688172043011,11,98,0.100917431192661,16,113,0.124031007751938,18,127,0.124137931034483,20,141,0.124223602484472
"7662","79786360","79786360-2012-09-11",30,30,2012-09-11,"HA1",2012,"F","Adult",0,0,0,1,0,1,6,0.142857142857143,1,17,0.0555555555555556,1,31,0.03125,7,46,0.132075471698113,9,54,0.142857142857143,9,65,0.121621621621622,11,81,0.119565217391304,13,95,0.12037037037037,13,98,0.117117117117117,19,128,0.129251700680272,25,151,0.142045454545455,30,177,0.144927536231884,37,217,0.145669291338583,39,234,0.142857142857143,39,239,0.140287769784173,39,239,0.140287769784173
"7670","79786569","79786569-2012-09-27",60,100,2012-09-27,"HA1",2012,"M","Adult",0,0,1,5,0.166666666666667,1,16,0.0588235294117647,3,21,0.125,5,33,0.131578947368421,8,41,0.163265306122449,8,44,0.153846153846154,12,51,0.19047619047619,12,57,0.173913043478261,12,62,0.162162162162162,14,68,0.170731707317073,19,116,0.140740740740741,34,151,0.183783783783784,44,178,0.198198198198198,47,210,0.182879377431907,52,250,0.172185430463576,58,280,0.171597633136095,60,309,0.16260162601626
"7671","79786569","79786569-2012-10-09",60,70,2012-10-09,"HA1",2012,"M","Adult",0,0,0,1,0,2,10,0.166666666666667,3,18,0.142857142857143,3,27,0.1,10,49,0.169491525423729,13,61,0.175675675675676,15,77,0.16304347826087,18,99,0.153846153846154,23,124,0.156462585034014,25,132,0.159235668789809,46,205,0.183266932270916,63,255,0.19811320754717,67,308,0.178666666666667,74,362,0.169724770642202,74,376,0.164444444444444,75,382,0.164113785557987,75,382,0.164113785557987
"7672","79786569","79786569-2012-10-23",70,100,2012-10-23,"HA1",2012,"M","Adult",0,0,0,5,0,4,29,0.121212121212121,5,39,0.113636363636364,5,48,0.0943396226415094,7,58,0.107692307692308,9,64,0.123287671232877,10,75,0.117647058823529,13,89,0.127450980392157,18,107,0.144,23,120,0.160839160839161,32,156,0.170212765957447,39,184,0.174887892376682,57,240,0.191919191919192,67,303,0.181081081081081,74,354,0.172897196261682,82,407,0.167689161554192,85,451,0.158582089552239
"7674","79786569","79786569-2012-12-04",70,100,2012-12-04,"HA1",2012,"M","Adult",0,0,1,7,0.125,5,40,0.111111111111111,6,52,0.103448275862069,6,65,0.0845070422535211,8,81,0.0898876404494382,14,93,0.130841121495327,15,110,0.12,23,134,0.146496815286624,28,155,0.153005464480874,33,177,0.157142857142857,47,232,0.168458781362007,56,269,0.172307692307692,78,351,0.181818181818182,93,437,0.175471698113208,103,502,0.170247933884298,117,579,0.168103448275862,123,637,0.161842105263158
"7675","79786569","79786569-2012-11-20",60,90,2012-11-20,"HA1",2012,"M","Adult",0,0,0,5,0,4,28,0.125,6,47,0.113207547169811,9,60,0.130434782608696,12,92,0.115384615384615,13,99,0.116071428571429,18,108,0.142857142857143,25,144,0.14792899408284,29,164,0.150259067357513,31,177,0.149038461538462,50,267,0.157728706624606,71,336,0.174447174447174,81,409,0.16530612244898,94,472,0.166077738515901,104,538,0.161993769470405,108,606,0.151260504201681,109,625,0.14850136239782
"7676","79786569","79786569-2012-12-19",50,50,2012-12-19,"HA1",2012,"M","Adult",0,0,1,1,0.5,4,17,0.19047619047619,10,30,0.25,13,51,0.203125,19,85,0.182692307692308,19,102,0.15702479338843,23,124,0.156462585034014,31,169,0.155,40,203,0.164609053497942,42,217,0.162162162162162,85,412,0.17102615694165,123,644,0.160365058670143,134,718,0.157276995305164,137,756,0.153415453527436,137,756,0.153415453527436,137,756,0.153415453527436,137,756,0.153415453527436
"7691","79786865","79786865-2012-09-28",60,40,2012-09-28,"HA1",2012,"M","Adult",1,0,0,1,0,2,8,0.2,4,14,0.222222222222222,7,23,0.233333333333333,8,40,0.166666666666667,11,53,0.171875,12,61,0.164383561643836,13,78,0.142857142857143,15,93,0.138888888888889,16,103,0.134453781512605,35,192,0.154185022026432,48,258,0.156862745098039,61,320,0.16010498687664,67,347,0.161835748792271,68,354,0.161137440758294,68,354,0.161137440758294,68,354,0.161137440758294
"7703","79788371","79788371-2012-09-11",10,0,2012-09-11,"HA1",2012,"M","Adult",1,0,0,4,0,2,16,0.111111111111111,4,21,0.16,4,27,0.129032258064516,4,39,0.0930232558139535,5,42,0.106382978723404,5,49,0.0925925925925926,5,52,0.087719298245614,5,56,0.0819672131147541,7,59,0.106060606060606,7,74,0.0864197530864197,13,95,0.12037037037037,16,115,0.122137404580153,22,134,0.141025641025641,26,152,0.146067415730337,33,182,0.153488372093023,35,209,0.14344262295082
"7712","79789358","79789358-2012-10-24",0,60,2012-10-24,"HA1",2012,"M","Adult",1,1,0,6,0,4,19,0.173913043478261,8,29,0.216216216216216,11,45,0.196428571428571,19,64,0.228915662650602,19,72,0.208791208791209,21,89,0.190909090909091,24,112,0.176470588235294,26,124,0.173333333333333,28,145,0.161849710982659,40,208,0.161290322580645,55,257,0.176282051282051,56,307,0.154269972451791,64,353,0.15347721822542,69,405,0.145569620253165,77,448,0.146666666666667,88,490,0.152249134948097
"7713","79789358","79789358-2012-11-20",10,30,2012-11-20,"HA1",2012,"M","Adult",1,1,1,9,0.1,4,34,0.105263157894737,5,67,0.0694444444444444,7,84,0.0769230769230769,13,122,0.0962962962962963,13,135,0.0878378378378378,16,152,0.0952380952380952,22,187,0.105263157894737,24,209,0.103004291845494,29,222,0.115537848605578,44,266,0.141935483870968,54,309,0.148760330578512,65,371,0.149082568807339,79,457,0.147388059701493,91,526,0.147487844408428,105,599,0.149147727272727,109,623,0.148907103825137
"7730","79790568","79790568-2012-09-27",90,70,2012-09-27,"HA1",2012,"M","Adult",0,1,0,6,0,0,16,0,2,29,0.0645161290322581,2,34,0.0555555555555556,4,46,0.08,6,52,0.103448275862069,7,55,0.112903225806452,9,70,0.113924050632911,9,80,0.101123595505618,9,83,0.0978260869565217,16,109,0.128,24,137,0.149068322981366,32,173,0.15609756097561,41,215,0.16015625,55,253,0.178571428571429,60,298,0.167597765363128,60,314,0.160427807486631
"7731","79790568","79790568-2012-10-09",90,80,2012-10-09,"HA1",2012,"M","Adult",0,1,0,4,0,4,21,0.16,8,35,0.186046511627907,8,41,0.163265306122449,11,64,0.146666666666667,11,72,0.132530120481928,12,76,0.136363636363636,14,82,0.145833333333333,18,92,0.163636363636364,20,95,0.173913043478261,25,120,0.172413793103448,31,150,0.171270718232044,41,186,0.180616740088106,53,237,0.182758620689655,67,289,0.188202247191011,73,343,0.175480769230769,74,365,0.168564920273349
"7732","79790568","79790568-2012-10-23",100,90,2012-10-23,"HA1",2012,"M","Adult",0,0,2,4,0.333333333333333,5,15,0.25,6,23,0.206896551724138,9,31,0.225,12,49,0.19672131147541,12,52,0.1875,14,63,0.181818181818182,14,76,0.155555555555556,15,85,0.15,16,90,0.150943396226415,25,128,0.163398692810458,29,154,0.158469945355191,36,186,0.162162162162162,49,233,0.173758865248227,60,293,0.169971671388102,75,355,0.174418604651163,81,405,0.166666666666667
"7733","79790568","79790568-2012-11-07",90,80,2012-11-07,"HA1",2012,"M","Adult",0,0,1,4,0.2,6,28,0.176470588235294,11,53,0.171875,11,66,0.142857142857143,15,98,0.132743362831858,15,112,0.118110236220472,16,117,0.120300751879699,18,129,0.122448979591837,23,144,0.137724550898204,26,151,0.146892655367232,34,187,0.153846153846154,42,231,0.153846153846154,55,292,0.15850144092219,74,359,0.170900692840647,90,435,0.171428571428571,101,514,0.164227642276423,102,547,0.157164869029276
"7734","79790568","79790568-2012-12-04",100,90,2012-12-04,"HA1",2012,"M","Adult",1,0,3,11,0.214285714285714,6,28,0.176470588235294,10,40,0.2,13,53,0.196969696969697,16,79,0.168421052631579,18,85,0.174757281553398,21,99,0.175,23,116,0.165467625899281,24,128,0.157894736842105,25,134,0.157232704402516,35,185,0.159090909090909,44,225,0.163568773234201,54,273,0.165137614678899,73,343,0.175480769230769,88,423,0.172211350293542,106,505,0.173486088379705,116,570,0.169096209912536
"7735","79790568","79790568-2012-11-21",90,60,2012-11-21,"HA1",2012,"M","Adult",1,1,0,7,0,4,26,0.133333333333333,9,41,0.18,12,61,0.164383561643836,17,101,0.144067796610169,17,105,0.139344262295082,22,117,0.158273381294964,28,152,0.155555555555556,31,171,0.153465346534653,33,179,0.155660377358491,49,263,0.157051282051282,63,312,0.168,71,374,0.159550561797753,85,439,0.162213740458015,106,537,0.164852255054432,114,620,0.155313351498638,115,641,0.152116402116402
"7753","79792086","79792086-2012-12-18",100,20,2012-12-18,"HA1",2012,"F","Adult",0,0,2,11,0.153846153846154,10,38,0.208333333333333,12,48,0.2,14,69,0.168674698795181,16,80,0.166666666666667,17,92,0.155963302752294,19,96,0.165217391304348,20,104,0.161290322580645,22,114,0.161764705882353,24,126,0.16,32,183,0.148837209302326,48,238,0.167832167832168,61,294,0.171830985915493,72,380,0.15929203539823,89,491,0.153448275862069,105,590,0.151079136690647,124,674,0.155388471177945
"7771","79792581","79792581-2012-10-11",90,70,2012-10-11,"HA1",2012,"F","Adult",0,1,1,6,0.142857142857143,4,22,0.153846153846154,7,41,0.145833333333333,9,49,0.155172413793103,14,65,0.177215189873418,17,75,0.184782608695652,18,83,0.178217821782178,22,104,0.174603174603175,22,117,0.158273381294964,23,121,0.159722222222222,31,160,0.162303664921466,40,201,0.16597510373444,52,248,0.173333333333333,61,301,0.168508287292818,76,352,0.177570093457944,82,415,0.164989939637827,82,439,0.157389635316699
"7882","79795857","79795857-2012-09-13",30,100,2012-09-13,"HA1",2012,"M","Adult",0,1,1,4,0.2,3,12,0.2,3,14,0.176470588235294,3,20,0.130434782608696,5,28,0.151515151515152,10,33,0.232558139534884,12,45,0.210526315789474,14,53,0.208955223880597,17,61,0.217948717948718,17,67,0.202380952380952,24,97,0.198347107438017,27,127,0.175324675324675,33,157,0.173684210526316,37,192,0.161572052401747,39,220,0.150579150579151,44,250,0.149659863945578,48,275,0.148606811145511
"7893","79796354","79796354-2012-08-28",10,0,2012-08-28,"HA1",2012,"M","Adult",1,0,0,3,0,2,14,0.125,3,18,0.142857142857143,3,22,0.12,3,32,0.0857142857142857,3,34,0.0810810810810811,3,39,0.0714285714285714,3,41,0.0681818181818182,3,45,0.0625,4,46,0.08,4,58,0.0645161290322581,8,76,0.0952380952380952,10,92,0.0980392156862745,14,109,0.113821138211382,18,120,0.130434782608696,23,140,0.141104294478528,25,154,0.139664804469274
"7894","79796354","79796354-2012-09-11",80,20,2012-09-11,"HA1",2012,"M","Adult",1,1,0,1,0,0,6,0,1,11,0.0833333333333333,3,21,0.125,7,35,0.166666666666667,7,37,0.159090909090909,8,39,0.170212765957447,9,42,0.176470588235294,11,46,0.192982456140351,12,50,0.193548387096774,15,69,0.178571428571429,15,97,0.133928571428571,20,124,0.138888888888889,26,173,0.130653266331658,31,218,0.124497991967871,37,232,0.137546468401487,38,237,0.138181818181818
"7895","79796354","79796354-2012-09-25",10,20,2012-09-25,"HA1",2012,"M","Adult",1,0,0,3,0,1,25,0.0384615384615385,4,35,0.102564102564103,7,46,0.132075471698113,8,65,0.10958904109589,8,73,0.0987654320987654,8,80,0.0909090909090909,9,88,0.0927835051546392,10,95,0.0952380952380952,12,99,0.108108108108108,21,125,0.143835616438356,28,139,0.167664670658683,33,158,0.172774869109948,36,190,0.15929203539823,46,231,0.166064981949458,52,270,0.161490683229814,54,286,0.158823529411765
"7921","79797266","79797266-2012-09-11",20,30,2012-09-11,"HA1",2012,"F","NotAdult",1,1,0,0,NA,0,13,0,3,21,0.125,5,30,0.142857142857143,6,58,0.09375,6,66,0.0833333333333333,7,72,0.0886075949367089,11,87,0.112244897959184,13,97,0.118181818181818,13,102,0.11304347826087,17,119,0.125,23,135,0.145569620253165,29,162,0.151832460732984,32,196,0.140350877192982,37,222,0.142857142857143,39,239,0.140287769784173,39,239,0.140287769784173
"7926","79797359","79797359-2012-09-11",20,50,2012-09-11,"HA1",2012,"F","Adult",1,0,0,3,0,1,15,0.0625,5,22,0.185185185185185,5,30,0.142857142857143,6,53,0.101694915254237,7,57,0.109375,8,63,0.112676056338028,14,73,0.160919540229885,14,84,0.142857142857143,16,87,0.155339805825243,25,121,0.171232876712329,28,160,0.148936170212766,30,181,0.14218009478673,33,212,0.13469387755102,39,239,0.140287769784173,39,239,0.140287769784173,39,239,0.140287769784173
"7941","79797793","79797793-2012-09-28",0,10,2012-09-28,"HA1",2012,"F","Adult",0,0,0,5,0,2,25,0.0740740740740741,2,34,0.0555555555555556,4,41,0.0888888888888889,4,55,0.0677966101694915,5,56,0.0819672131147541,5,63,0.0735294117647059,8,77,0.0941176470588235,8,84,0.0869565217391304,8,86,0.0851063829787234,10,115,0.08,18,139,0.114649681528662,26,164,0.136842105263158,33,186,0.150684931506849,43,228,0.158671586715867,57,275,0.171686746987952,64,319,0.16710182767624
"7943","79797793","79797793-2012-11-20",0,10,2012-11-20,"HA1",2012,"F","Adult",1,0,0,10,0,3,42,0.0666666666666667,3,60,0.0476190476190476,6,75,0.0740740740740741,7,96,0.0679611650485437,8,100,0.0740740740740741,9,112,0.0743801652892562,12,130,0.0845070422535211,12,139,0.0794701986754967,12,145,0.0764331210191083,17,190,0.0821256038647343,32,231,0.121673003802281,43,276,0.134796238244514,54,319,0.144772117962467,69,398,0.147751605995717,89,485,0.155052264808362,99,556,0.151145038167939
"7955","79797834","79797834-2012-08-28",60,80,2012-08-28,"HA1",2012,"F","NotAdult",1,0,0,0,NA,1,2,0.333333333333333,2,6,0.25,4,12,0.25,5,25,0.166666666666667,7,31,0.184210526315789,7,33,0.175,8,40,0.166666666666667,9,50,0.152542372881356,10,55,0.153846153846154,15,80,0.157894736842105,19,105,0.153225806451613,22,122,0.152777777777778,23,148,0.134502923976608,28,171,0.14070351758794,29,181,0.138095238095238,29,181,0.138095238095238
"7960","79797884","79797884-2012-10-24",30,80,2012-10-24,"HA1",2012,"M","Adult",0,0,0,1,0,1,10,0.0909090909090909,3,18,0.142857142857143,15,39,0.277777777777778,27,75,0.264705882352941,30,92,0.245901639344262,30,106,0.220588235294118,34,136,0.2,40,164,0.196078431372549,41,172,0.192488262910798,51,233,0.179577464788732,60,290,0.171428571428571,67,364,0.155452436194896,81,425,0.160079051383399,86,475,0.153297682709447,91,500,0.153976311336717,91,503,0.153198653198653
"7962","79797893","79797893-2012-08-30",0,30,2012-08-30,"HA1",2012,"M","Adult",0,0,0,2,0,0,16,0,1,19,0.05,1,24,0.04,2,38,0.05,4,43,0.0851063829787234,5,50,0.0909090909090909,6,59,0.0923076923076923,7,71,0.0897435897435897,8,72,0.1,9,94,0.087378640776699,14,106,0.116666666666667,18,117,0.133333333333333,23,137,0.14375,25,158,0.136612021857924,29,185,0.135514018691589,33,201,0.141025641025641
"7978","84587833","84587833-2012-09-11",80,60,2012-09-11,"HA1",2012,"F","Adult",0,0,1,1,0.5,2,8,0.2,3,17,0.15,4,23,0.148148148148148,4,29,0.121212121212121,5,37,0.119047619047619,6,44,0.12,7,52,0.11864406779661,11,67,0.141025641025641,12,74,0.13953488372093,16,105,0.132231404958678,20,131,0.132450331125828,24,155,0.134078212290503,34,196,0.147826086956522,38,227,0.143396226415094,39,239,0.140287769784173,39,239,0.140287769784173
