"","ID","ID.CapDate","lat","long","Capture.date","Grid","year","Sex","Age","BartAny","MHV","NoInf_0","NoUninf_0","Prev_0","NoInf_10","NoUninf_10","Prev_10","NoInf_14.1","NoUninf_14.1","Prev_14.1","NoInf_20","NoUninf_20","Prev_20","NoInf_22.4","NoUninf_22.4","Prev_22.4","NoInf_28.3","NoUninf_28.3","Prev_28.3","NoInf_30","NoUninf_30","Prev_30","NoInf_31.6","NoUninf_31.6","Prev_31.6","NoInf_36.1","NoUninf_36.1","Prev_36.1","NoInf_40","NoUninf_40","Prev_40","NoInf_50","NoUninf_50","Prev_50","NoInf_60","NoUninf_60","Prev_60","NoInf_70","NoUninf_70","Prev_70","NoInf_80","NoUninf_80","Prev_80","NoInf_90","NoUninf_90","Prev_90","NoInf_100","NoUninf_100","Prev_100","NoInf_110","NoUninf_110","Prev_110"
"4014","66883112","66883112-2012-06-06",70,100,2012-06-06,"HA1",2012,"F","Adult",0,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"4016","49829569","49829569-2012-06-06",30,40,2012-06-06,"HA1",2012,"F","Adult",1,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"4020","66865371","66865371-2012-06-07",10,80,2012-06-07,"HA1",2012,"M","Adult",1,0,0,0,NA,0,1,0,0,1,0,0,1,0,0,2,0,1,2,0.333333333333333,1,2,0.333333333333333,1,2,0.333333333333333,1,2,0.333333333333333,1,2,0.333333333333333,1,3,0.25,1,3,0.25,2,6,0.25,2,6,0.25,2,7,0.222222222222222,2,7,0.222222222222222,2,7,0.222222222222222
"4024","66863517","66863517-2012-06-07",40,40,2012-06-07,"HA1",2012,"F","NotAdult",0,0,0,0,NA,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,6,0,0,7,0,2,7,0.222222222222222,2,7,0.222222222222222,2,7,0.222222222222222,2,7,0.222222222222222,2,7,0.222222222222222
"4028","66855330","66855330-2012-06-08",10,0,2012-06-08,"HA1",2012,"M","Adult",1,0,0,0,NA,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,5,0,0,6,0,0,7,0,1,9,0.1,1,10,0.0909090909090909,1,10,0.0909090909090909,2,10,0.166666666666667
"4044","49847790","49847790-2012-06-06",10,90,2012-06-06,"HA1",2012,"F","Adult",1,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"4046","49811771","49811771-2012-06-06",10,10,2012-06-06,"HA1",2012,"F","Adult",0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"4048","52842550","52842550-2012-06-06",30,100,2012-06-06,"HA1",2012,"F","Adult",0,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"4056","66861012","66861012-2012-06-07",100,80,2012-06-07,"HA1",2012,"F","Adult",1,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,0,1,1,0,1,1,0,1,1,1,0.5,1,1,0.5,2,1,0.666666666666667,2,3,0.4,2,4,0.333333333333333,2,4,0.333333333333333
"4081","49811771","49811771-2012-06-19",10,20,2012-06-19,"HA1",2012,"F","Adult",0,0,0,0,NA,0,3,0,0,3,0,0,4,0,0,5,0,0,6,0,0,6,0,0,6,0,0,8,0,0,8,0,0,9,0,0,10,0,1,11,0.0833333333333333,1,12,0.0769230769230769,2,13,0.133333333333333,3,13,0.1875,4,13,0.235294117647059
"4082","66865371","66865371-2012-06-19",10,10,2012-06-19,"HA1",2012,"M","Adult",1,1,0,2,0,0,3,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,5,0,0,6,0,0,6,0,0,8,0,0,9,0,0,10,0,1,13,0.0714285714285714,1,13,0.0714285714285714,2,13,0.133333333333333,3,13,0.1875
"4085","52842550","52842550-2012-06-19",50,80,2012-06-19,"HA1",2012,"F","Adult",0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,0,1,3,0,1,3,0,1,3,0,1,3,2,0.6,3,3,0.5,4,7,0.363636363636364,4,8,0.333333333333333,4,8,0.333333333333333,4,9,0.307692307692308,4,13,0.235294117647059,4,13,0.235294117647059,4,13,0.235294117647059
"4086","67126571","67126571-2012-06-19",60,60,2012-06-19,"HA1",2012,"F","NotAdult",0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0.5,1,1,0.5,1,2,0.333333333333333,1,4,0.2,1,5,0.166666666666667,4,6,0.4,4,9,0.307692307692308,4,9,0.307692307692308,4,13,0.235294117647059,4,13,0.235294117647059,4,13,0.235294117647059,4,13,0.235294117647059
"4089","66883112","66883112-2012-06-19",80,100,2012-06-19,"HA1",2012,"F","Adult",1,0,0,0,NA,1,0,1,1,0,1,1,0,1,1,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,4,0,1,4,0,1,4,1,0.8,4,7,0.363636363636364,4,8,0.333333333333333,4,9,0.307692307692308,4,9,0.307692307692308
"4090","66878865","66878865-2012-06-19",80,80,2012-06-19,"HA1",2012,"M","Adult",1,0,0,0,NA,0,0,NA,0,0,NA,1,0,1,2,0,1,3,0,1,3,0,1,3,0,1,3,0,1,3,0,1,3,1,0.75,4,3,0.571428571428571,4,6,0.4,4,9,0.307692307692308,4,9,0.307692307692308,4,12,0.25,4,13,0.235294117647059
"4092","67259597","67259597-2012-06-19",100,30,2012-06-19,"HA1",2012,"F","Adult",1,0,0,0,NA,0,0,NA,0,0,NA,0,1,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,2,2,0.5,2,2,0.5,2,3,0.4,3,5,0.375,3,7,0.3,4,10,0.285714285714286,4,13,0.235294117647059
"4094","49847790","49847790-2012-06-20",10,100,2012-06-20,"HA1",2012,"F","Adult",1,0,0,0,NA,0,1,0,0,1,0,1,2,0.333333333333333,1,2,0.333333333333333,1,2,0.333333333333333,1,2,0.333333333333333,1,2,0.333333333333333,1,2,0.333333333333333,1,2,0.333333333333333,1,4,0.2,2,6,0.25,4,11,0.266666666666667,5,13,0.277777777777778,6,17,0.260869565217391,7,19,0.269230769230769,7,19,0.269230769230769
"4096","67010314","67010314-2012-06-21",10,70,2012-06-21,"HA1",2012,"M","Adult",1,0,0,0,NA,0,1,0,0,2,0,0,3,0,0,3,0,0,4,0,0,6,0,0,8,0,1,9,0.1,1,9,0.1,1,12,0.0769230769230769,4,16,0.2,6,17,0.260869565217391,6,19,0.24,6,20,0.230769230769231,7,22,0.241379310344828,7,22,0.241379310344828
"4099","66811012","66811012-2012-06-21",90,70,2012-06-21,"HA1",2012,"F","Adult",1,1,0,0,NA,0,0,NA,1,1,0.5,1,1,0.5,1,1,0.5,2,1,0.666666666666667,2,1,0.666666666666667,4,2,0.666666666666667,5,2,0.714285714285714,5,2,0.714285714285714,5,5,0.5,5,7,0.416666666666667,6,9,0.4,6,11,0.352941176470588,6,15,0.285714285714286,7,19,0.269230769230769,7,22,0.241379310344828
"4155","49811771","49811771-2012-07-03",20,20,2012-07-03,"HA1",2012,"F","Adult",1,1,0,0,NA,0,1,0,1,3,0.25,1,6,0.142857142857143,1,9,0.1,1,11,0.0833333333333333,1,11,0.0833333333333333,1,12,0.0769230769230769,1,12,0.0769230769230769,1,14,0.0666666666666667,1,14,0.0666666666666667,4,15,0.210526315789474,4,18,0.181818181818182,4,20,0.166666666666667,6,23,0.206896551724138,8,25,0.242424242424242,8,25,0.242424242424242
"4158","49847790","49847790-2012-07-03",20,70,2012-07-03,"HA1",2012,"F","Adult",1,0,0,0,NA,0,2,0,0,3,0,0,3,0,0,5,0,0,5,0,0,6,0,1,10,0.0909090909090909,1,12,0.0769230769230769,1,12,0.0769230769230769,3,12,0.2,5,15,0.25,7,21,0.25,7,23,0.233333333333333,8,24,0.25,8,25,0.242424242424242,8,25,0.242424242424242
"4160","67125021","67125021-2012-07-03",60,30,2012-07-03,"HA1",2012,"M","Adult",1,1,0,0,NA,0,1,0,0,1,0,0,2,0,1,3,0.25,1,3,0.25,3,3,0.5,3,4,0.428571428571429,3,6,0.333333333333333,3,7,0.3,4,9,0.307692307692308,5,16,0.238095238095238,6,20,0.230769230769231,8,24,0.25,8,25,0.242424242424242,8,25,0.242424242424242,8,25,0.242424242424242
"4161","52842550","52842550-2012-07-03",60,60,2012-07-03,"HA1",2012,"F","Adult",0,1,2,0,1,2,0,1,3,0,1,3,0,1,3,1,0.75,3,3,0.5,3,3,0.5,4,4,0.5,4,6,0.4,4,8,0.333333333333333,7,12,0.368421052631579,7,17,0.291666666666667,7,20,0.259259259259259,8,25,0.242424242424242,8,25,0.242424242424242,8,25,0.242424242424242,8,25,0.242424242424242
"4162","66878865","66878865-2012-07-03",70,0,2012-07-03,"HA1",2012,"M","Adult",1,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,1,5,0.166666666666667,1,7,0.125,4,12,0.25,5,16,0.238095238095238,6,19,0.24,7,21,0.25,8,24,0.25
"4164","66859820","66859820-2012-07-04",0,100,2012-07-04,"HA1",2012,"M","Adult",1,0,0,0,NA,0,1,0,0,2,0,0,2,0,0,3,0,0,3,0,1,3,0.25,1,4,0.2,1,5,0.166666666666667,1,5,0.166666666666667,1,7,0.125,1,10,0.0909090909090909,2,13,0.133333333333333,5,18,0.217391304347826,7,22,0.241379310344828,11,26,0.297297297297297,12,28,0.3
"4167","66810776","66810776-2012-07-04",70,30,2012-07-04,"HA1",2012,"M","Adult",0,1,0,0,NA,1,1,0.5,1,2,0.333333333333333,2,2,0.5,2,2,0.5,2,3,0.4,2,5,0.285714285714286,5,7,0.416666666666667,5,7,0.416666666666667,5,7,0.416666666666667,6,9,0.4,8,14,0.363636363636364,10,22,0.3125,11,29,0.275,12,30,0.285714285714286,12,31,0.27906976744186,12,31,0.27906976744186
"4169","66815612","66815612-2012-07-04",100,80,2012-07-04,"HA1",2012,"F","Adult",1,0,1,0,1,1,0,1,2,0,1,2,1,0.666666666666667,2,1,0.666666666666667,2,3,0.4,2,3,0.4,2,3,0.4,3,3,0.5,3,3,0.5,7,5,0.583333333333333,7,6,0.538461538461538,8,6,0.571428571428571,9,10,0.473684210526316,9,18,0.333333333333333,10,22,0.3125,10,25,0.285714285714286
"4207","52842550","52842550-2012-07-18",60,90,2012-07-18,"HA1",2012,"F","Adult",0,1,0,0,NA,0,1,0,1,2,0.333333333333333,1,2,0.333333333333333,2,6,0.25,2,6,0.25,5,6,0.454545454545455,6,6,0.5,7,6,0.538461538461538,7,6,0.538461538461538,9,15,0.375,10,20,0.333333333333333,11,24,0.314285714285714,12,29,0.292682926829268,13,32,0.288888888888889,15,39,0.277777777777778,16,40,0.285714285714286
"4212","66815612","66815612-2012-07-18",80,90,2012-07-18,"HA1",2012,"F","Adult",1,0,0,0,NA,1,3,0.25,2,3,0.4,2,3,0.4,4,5,0.444444444444444,4,6,0.4,4,7,0.363636363636364,4,8,0.333333333333333,7,8,0.466666666666667,7,8,0.466666666666667,8,8,0.5,9,9,0.5,11,18,0.379310344827586,11,24,0.314285714285714,12,29,0.292682926829268,14,33,0.297872340425532,15,39,0.277777777777778
"4213","67259597","67259597-2012-07-18",90,50,2012-07-18,"HA1",2012,"F","Adult",1,0,0,0,NA,0,0,NA,0,0,NA,2,0,1,2,3,0.4,3,4,0.428571428571429,3,4,0.428571428571429,7,6,0.538461538461538,8,6,0.571428571428571,8,7,0.533333333333333,8,9,0.470588235294118,12,17,0.413793103448276,12,18,0.4,14,22,0.388888888888889,15,34,0.306122448979592,15,39,0.277777777777778,16,40,0.285714285714286
"4238","66809820","66809820-2012-07-17",30,50,2012-07-17,"HA1",2012,"F","NotAdult",1,0,0,1,0,0,2,0,0,6,0,0,6,0,0,8,0,0,9,0,0,9,0,4,11,0.266666666666667,5,15,0.25,6,15,0.285714285714286,9,23,0.28125,10,29,0.256410256410256,12,30,0.285714285714286,13,35,0.270833333333333,13,35,0.270833333333333,13,35,0.270833333333333,13,35,0.270833333333333
"4239","49811771","49811771-2012-07-17",40,20,2012-07-17,"HA1",2012,"F","Adult",1,1,0,1,0,0,1,0,0,1,0,1,3,0.25,2,4,0.333333333333333,2,5,0.285714285714286,2,7,0.222222222222222,4,11,0.266666666666667,4,14,0.222222222222222,4,16,0.2,9,20,0.310344827586207,9,24,0.272727272727273,9,27,0.25,10,29,0.256410256410256,13,35,0.270833333333333,13,35,0.270833333333333,13,35,0.270833333333333
"4244","66815612","66815612-2012-07-17",100,70,2012-07-17,"HA1",2012,"F","Adult",1,0,0,0,NA,2,1,0.666666666666667,2,1,0.666666666666667,2,1,0.666666666666667,2,2,0.5,2,2,0.5,2,3,0.4,2,3,0.4,3,5,0.375,3,6,0.333333333333333,8,7,0.533333333333333,9,8,0.529411764705882,9,11,0.45,10,16,0.384615384615385,10,21,0.32258064516129,11,25,0.305555555555556,12,32,0.272727272727273
"4245","66810776","66810776-2012-07-17",70,0,2012-07-17,"HA1",2012,"M","Adult",0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,3,0,0,3,0,1,3,0.25,2,4,0.333333333333333,2,5,0.285714285714286,2,5,0.285714285714286,3,7,0.3,4,9,0.307692307692308,9,17,0.346153846153846,10,22,0.3125,11,27,0.289473684210526,12,29,0.292682926829268,13,32,0.288888888888889
"4295","67091302","67091302-2012-08-14",10,10,2012-08-14,"HA1",2012,"F","NotAdult",0,0,1,4,0.2,1,7,0.125,3,10,0.230769230769231,4,10,0.285714285714286,4,10,0.285714285714286,4,10,0.285714285714286,4,11,0.266666666666667,5,14,0.263157894736842,5,15,0.25,5,15,0.25,5,19,0.208333333333333,7,24,0.225806451612903,9,28,0.243243243243243,13,31,0.295454545454545,14,38,0.269230769230769,18,43,0.295081967213115,21,46,0.313432835820896
"4298","49811771","49811771-2012-08-14",30,50,2012-08-14,"HA1",2012,"F","Adult",1,1,0,2,0,0,3,0,0,7,0,0,7,0,0,9,0,1,10,0.0909090909090909,1,12,0.0769230769230769,6,14,0.3,8,18,0.307692307692308,9,18,0.333333333333333,14,31,0.311111111111111,16,41,0.280701754385965,20,43,0.317460317460317,22,50,0.305555555555556,23,50,0.315068493150685,23,50,0.315068493150685,23,50,0.315068493150685
"4300","52842550","52842550-2012-08-14",50,100,2012-08-14,"HA1",2012,"F","Adult",0,1,0,0,NA,1,2,0.333333333333333,3,2,0.6,6,3,0.666666666666667,6,4,0.6,6,4,0.6,7,7,0.5,7,8,0.466666666666667,7,10,0.411764705882353,7,11,0.388888888888889,11,18,0.379310344827586,13,26,0.333333333333333,13,30,0.302325581395349,16,34,0.32,19,39,0.327586206896552,20,47,0.298507462686567,22,50,0.305555555555556
"4301","79618812","79618812-2012-08-14",50,40,2012-08-14,"HA1",2012,"M","Adult",0,0,0,0,NA,0,1,0,2,2,0.5,2,3,0.4,8,7,0.533333333333333,8,7,0.533333333333333,8,8,0.5,8,10,0.444444444444444,9,13,0.409090909090909,9,15,0.375,13,30,0.302325581395349,16,40,0.285714285714286,23,47,0.328571428571429,23,50,0.315068493150685,23,50,0.315068493150685,23,50,0.315068493150685,23,50,0.315068493150685
"4302","66878865","66878865-2012-08-14",70,0,2012-08-14,"HA1",2012,"M","Adult",1,0,1,1,0.5,1,2,0.333333333333333,1,2,0.333333333333333,1,2,0.333333333333333,1,4,0.2,1,4,0.2,2,4,0.333333333333333,5,5,0.5,6,6,0.5,6,6,0.5,7,8,0.466666666666667,8,13,0.380952380952381,14,23,0.378378378378378,15,30,0.333333333333333,16,38,0.296296296296296,20,42,0.32258064516129,23,46,0.333333333333333
"4303","67125021","67125021-2012-08-14",80,30,2012-08-14,"HA1",2012,"M","Adult",1,1,0,1,0,1,1,0.5,1,1,0.5,3,3,0.5,4,6,0.4,5,7,0.416666666666667,5,7,0.416666666666667,6,8,0.428571428571429,9,9,0.5,9,9,0.5,11,14,0.44,12,21,0.363636363636364,17,28,0.377777777777778,21,38,0.355932203389831,23,45,0.338235294117647,23,49,0.319444444444444,23,50,0.315068493150685
"4310","66859820","66859820-2012-07-31",0,90,2012-07-31,"HA1",2012,"M","Adult",1,0,0,0,NA,0,2,0,0,4,0,0,4,0,0,6,0,0,7,0,0,7,0,1,7,0.125,1,9,0.1,1,10,0.0909090909090909,1,14,0.0666666666666667,2,18,0.1,5,22,0.185185185185185,7,26,0.212121212121212,13,34,0.276595744680851,15,38,0.283018867924528,16,40,0.285714285714286
"4311","49811771","49811771-2012-07-31",10,30,2012-07-31,"HA1",2012,"F","Adult",1,1,0,0,NA,0,3,0,1,7,0.125,2,11,0.153846153846154,2,13,0.133333333333333,2,15,0.117647058823529,2,16,0.111111111111111,4,20,0.166666666666667,4,20,0.166666666666667,4,21,0.16,5,23,0.178571428571429,9,25,0.264705882352941,11,29,0.275,13,33,0.282608695652174,14,38,0.269230769230769,16,42,0.275862068965517,17,43,0.283333333333333
"4315","66878865","66878865-2012-07-31",60,100,2012-07-31,"HA1",2012,"M","Adult",1,1,0,1,0,2,1,0.666666666666667,2,2,0.5,3,4,0.428571428571429,3,6,0.333333333333333,3,7,0.3,4,7,0.363636363636364,4,8,0.333333333333333,4,8,0.333333333333333,7,9,0.4375,9,13,0.409090909090909,10,22,0.3125,11,24,0.314285714285714,12,29,0.292682926829268,14,32,0.304347826086957,14,37,0.274509803921569,16,42,0.275862068965517
"4316","52842550","52842550-2012-07-31",60,90,2012-07-31,"HA1",2012,"F","Adult",0,1,1,0,1,1,2,0.333333333333333,2,3,0.4,2,4,0.333333333333333,3,8,0.272727272727273,3,8,0.272727272727273,6,8,0.428571428571429,7,8,0.466666666666667,8,8,0.5,8,8,0.5,10,18,0.357142857142857,11,23,0.323529411764706,12,27,0.307692307692308,13,32,0.288888888888889,14,35,0.285714285714286,16,42,0.275862068965517,17,43,0.283333333333333
"4319","66810776","66810776-2012-07-31",60,30,2012-07-31,"HA1",2012,"M","Adult",0,1,1,0,1,2,1,0.666666666666667,2,1,0.666666666666667,2,2,0.5,4,4,0.5,4,4,0.5,7,4,0.636363636363636,8,6,0.571428571428571,8,10,0.444444444444444,8,11,0.421052631578947,10,15,0.4,12,27,0.307692307692308,14,36,0.28,17,40,0.298245614035088,17,42,0.288135593220339,17,43,0.283333333333333,17,43,0.283333333333333
"4324","66815612","66815612-2012-07-31",100,80,2012-07-31,"HA1",2012,"F","Adult",1,0,1,1,0.5,1,2,0.333333333333333,2,2,0.5,2,3,0.4,2,4,0.333333333333333,3,6,0.333333333333333,3,6,0.333333333333333,3,8,0.272727272727273,4,8,0.333333333333333,4,8,0.333333333333333,9,11,0.45,10,13,0.434782608695652,11,13,0.458333333333333,12,18,0.4,14,27,0.341463414634146,15,31,0.326086956521739,15,36,0.294117647058824
"4325","67125021","67125021-2012-07-31",100,10,2012-07-31,"HA1",2012,"M","Adult",1,1,0,0,NA,0,1,0,0,1,0,0,2,0,0,2,0,0,3,0,0,3,0,1,4,0.2,2,4,0.333333333333333,2,4,0.333333333333333,4,6,0.4,4,7,0.363636363636364,10,11,0.476190476190476,10,13,0.434782608695652,13,22,0.371428571428571,15,33,0.3125,16,38,0.296296296296296
"4327","67123054","67123054-2012-08-02",70,90,2012-08-02,"HA1",2012,"M","Adult",1,0,0,0,NA,3,1,0.75,5,5,0.5,5,7,0.416666666666667,5,8,0.384615384615385,6,8,0.428571428571429,6,8,0.428571428571429,10,10,0.5,10,11,0.476190476190476,11,11,0.5,12,14,0.461538461538462,13,22,0.371428571428571,15,29,0.340909090909091,16,34,0.32,20,38,0.344827586206897,21,48,0.304347826086957,21,49,0.3
"4331","79610382","79610382-2012-08-16",80,10,2012-08-16,"HA1",2012,"F","Adult",0,0,0,0,NA,0,2,0,1,4,0.2,3,5,0.375,4,8,0.333333333333333,6,9,0.4,6,9,0.4,6,10,0.375,6,10,0.375,6,12,0.333333333333333,8,17,0.32,11,19,0.366666666666667,15,31,0.326086956521739,18,43,0.295081967213115,22,54,0.289473684210526,26,59,0.305882352941176,28,61,0.314606741573034
"4333","67123054","67123054-2012-08-16",80,90,2012-08-16,"HA1",2012,"M","Adult",1,0,0,1,0,1,6,0.142857142857143,3,7,0.3,5,7,0.416666666666667,8,13,0.380952380952381,8,14,0.363636363636364,8,15,0.347826086956522,9,16,0.36,12,16,0.428571428571429,12,18,0.4,13,20,0.393939393939394,16,22,0.421052631578947,20,32,0.384615384615385,20,42,0.32258064516129,22,48,0.314285714285714,25,54,0.316455696202532,26,63,0.292134831460674
"4367","79796354","79796354-2012-08-28",10,0,2012-08-28,"HA1",2012,"M","Adult",1,0,1,1,0.5,3,7,0.3,3,7,0.3,3,9,0.25,4,12,0.25,4,13,0.235294117647059,5,13,0.277777777777778,5,13,0.277777777777778,6,14,0.3,6,15,0.285714285714286,6,21,0.222222222222222,10,28,0.263157894736842,11,32,0.255813953488372,16,39,0.290909090909091,16,44,0.266666666666667,17,51,0.25,23,55,0.294871794871795
"4373","79786360","79786360-2012-08-28",30,10,2012-08-28,"HA1",2012,"F","NotAdult",0,0,0,0,NA,0,1,0,2,3,0.4,3,8,0.272727272727273,4,12,0.25,5,12,0.294117647058824,5,13,0.277777777777778,6,20,0.230769230769231,8,22,0.266666666666667,9,24,0.272727272727273,11,30,0.268292682926829,16,36,0.307692307692308,17,40,0.298245614035088,17,47,0.265625,22,52,0.297297297297297,27,64,0.296703296703297,28,67,0.294736842105263
"4376","79639579","79639579-2012-08-14",80,100,2012-08-14,"HA1",2012,"F","Adult",1,0,1,2,0.333333333333333,3,3,0.5,3,4,0.428571428571429,4,6,0.4,6,6,0.5,7,8,0.466666666666667,7,8,0.466666666666667,8,10,0.444444444444444,8,12,0.4,8,12,0.4,12,13,0.48,13,16,0.448275862068966,13,19,0.40625,16,30,0.347826086956522,17,34,0.333333333333333,20,38,0.344827586206897,21,42,0.333333333333333
"4379","79786360","79786360-2012-08-15",20,0,2012-08-15,"HA1",2012,"F","NotAdult",0,0,0,0,NA,1,1,0.5,2,6,0.25,4,6,0.4,4,8,0.333333333333333,5,12,0.294117647058824,5,12,0.294117647058824,6,12,0.333333333333333,6,12,0.333333333333333,6,14,0.3,9,22,0.290322580645161,11,27,0.289473684210526,12,30,0.285714285714286,16,34,0.32,17,39,0.303571428571429,20,44,0.3125,24,50,0.324324324324324
"4381","67010536","67010536-2012-08-15",50,20,2012-08-15,"HA1",2012,"M","Adult",0,0,0,0,NA,1,2,0.333333333333333,3,2,0.6,3,3,0.5,4,5,0.444444444444444,5,8,0.384615384615385,6,8,0.428571428571429,7,10,0.411764705882353,9,13,0.409090909090909,9,15,0.375,15,31,0.326086956521739,17,37,0.314814814814815,18,40,0.310344827586207,22,47,0.318840579710145,28,55,0.337349397590361,28,56,0.333333333333333,28,56,0.333333333333333
"4384","66843623","66843623-2012-08-15",100,80,2012-08-15,"HA1",2012,"M","NotAdult",0,0,1,3,0.25,1,4,0.2,2,4,0.333333333333333,2,5,0.285714285714286,2,6,0.25,3,9,0.25,3,9,0.25,3,12,0.2,5,14,0.263157894736842,5,14,0.263157894736842,12,18,0.4,15,20,0.428571428571429,18,21,0.461538461538462,21,26,0.446808510638298,23,37,0.383333333333333,24,41,0.369230769230769,25,47,0.347222222222222
"4390","49811771","49811771-2012-08-28",40,0,2012-08-28,"HA1",2012,"F","Adult",1,1,0,0,NA,0,0,NA,0,0,NA,1,3,0.25,1,5,0.166666666666667,2,6,0.25,4,9,0.307692307692308,5,14,0.263157894736842,7,16,0.304347826086957,8,18,0.307692307692308,11,28,0.282051282051282,13,33,0.282608695652174,17,40,0.298245614035088,17,44,0.278688524590164,18,48,0.272727272727273,21,59,0.2625,28,67,0.294736842105263
"4393","79797834","79797834-2012-08-28",60,80,2012-08-28,"HA1",2012,"F","NotAdult",1,0,0,0,NA,2,1,0.666666666666667,2,4,0.333333333333333,6,6,0.5,9,9,0.5,10,12,0.454545454545455,10,13,0.434782608695652,12,13,0.48,14,15,0.482758620689655,15,19,0.441176470588235,18,32,0.36,20,38,0.344827586206897,21,47,0.308823529411765,23,54,0.298701298701299,26,66,0.282608695652174,28,67,0.294736842105263,28,67,0.294736842105263
"4397","79779379","79779379-2012-08-28",100,20,2012-08-28,"HA1",2012,"M","Adult",1,0,0,1,0,1,2,0.333333333333333,1,3,0.25,1,4,0.2,2,6,0.25,2,7,0.222222222222222,2,7,0.222222222222222,3,8,0.272727272727273,4,12,0.25,4,13,0.235294117647059,7,17,0.291666666666667,13,24,0.351351351351351,13,27,0.325,15,34,0.306122448979592,21,46,0.313432835820896,25,57,0.304878048780488,28,62,0.311111111111111
"4407","79770535","79770535-2012-08-30",100,10,2012-08-30,"HA1",2012,"F","NotAdult",0,0,1,0,1,1,3,0.25,1,3,0.25,1,5,0.166666666666667,1,7,0.125,2,8,0.2,2,8,0.2,3,10,0.230769230769231,4,10,0.285714285714286,4,10,0.285714285714286,7,15,0.318181818181818,7,19,0.269230769230769,14,27,0.341463414634146,14,31,0.311111111111111,19,45,0.296875,25,59,0.297619047619048,27,65,0.293478260869565
"4409","79638791","79638791-2012-08-30",90,80,2012-08-30,"HA1",2012,"M","Adult",1,1,0,1,0,2,6,0.25,2,9,0.181818181818182,2,9,0.181818181818182,3,14,0.176470588235294,5,15,0.25,5,17,0.227272727272727,7,19,0.269230769230769,12,20,0.375,12,21,0.363636363636364,13,23,0.361111111111111,17,26,0.395348837209302,20,35,0.363636363636364,22,45,0.328358208955224,23,55,0.294871794871795,26,62,0.295454545454545,27,71,0.275510204081633
