"","ID","ID.CapDate","lat","long","Capture.date","Grid","year","Sex","Age","MHV","BartAny","NoInf_0","NoUninf_0","Prev_0","NoInf_10","NoUninf_10","Prev_10","NoInf_14.1","NoUninf_14.1","Prev_14.1","NoInf_20","NoUninf_20","Prev_20","NoInf_22.4","NoUninf_22.4","Prev_22.4","NoInf_28.3","NoUninf_28.3","Prev_28.3","NoInf_30","NoUninf_30","Prev_30","NoInf_31.6","NoUninf_31.6","Prev_31.6","NoInf_36.1","NoUninf_36.1","Prev_36.1","NoInf_40","NoUninf_40","Prev_40","NoInf_50","NoUninf_50","Prev_50","NoInf_60","NoUninf_60","Prev_60","NoInf_70","NoUninf_70","Prev_70","NoInf_80","NoUninf_80","Prev_80","NoInf_90","NoUninf_90","Prev_90","NoInf_100","NoUninf_100","Prev_100","NoInf_110","NoUninf_110","Prev_110"
"4754","79778567","79778567-2012-10-10",10,0,2012-10-10,"HA1",2012,"F","Adult",0,1,3,1,0.75,7,6,0.538461538461538,8,9,0.470588235294118,11,11,0.5,14,15,0.482758620689655,16,15,0.516129032258065,18,15,0.545454545454545,19,17,0.527777777777778,22,18,0.55,26,20,0.565217391304348,30,28,0.517241379310345,40,37,0.519480519480519,53,44,0.54639175257732,62,55,0.52991452991453,76,62,0.550724637681159,97,75,0.563953488372093,110,94,0.53921568627451
"4755","79785369","79785369-2012-10-10",30,10,2012-10-10,"HA1",2012,"M","NotAdult",0,0,0,1,0,3,4,0.428571428571429,7,7,0.5,11,11,0.5,18,15,0.545454545454545,19,15,0.558823529411765,21,16,0.567567567567568,27,24,0.529411764705882,31,29,0.516666666666667,33,30,0.523809523809524,48,41,0.539325842696629,60,49,0.55045871559633,70,58,0.546875,87,71,0.550632911392405,103,87,0.542105263157895,125,110,0.531914893617021,132,114,0.536585365853659
"4764","79639272","79639272-2012-10-23",0,80,2012-10-23,"HA1",2012,"M","Adult",0,0,1,0,1,6,8,0.428571428571429,11,10,0.523809523809524,14,13,0.518518518518518,18,15,0.545454545454545,23,17,0.575,23,18,0.560975609756098,24,19,0.558139534883721,29,25,0.537037037037037,32,27,0.542372881355932,44,41,0.517647058823529,54,47,0.534653465346535,63,63,0.5,78,82,0.4875,97,95,0.505208333333333,115,109,0.513392857142857,129,117,0.524390243902439
"4777","66843623","66843623-2012-10-24",100,70,2012-10-24,"HA1",2012,"M","Adult",0,0,2,3,0.4,9,10,0.473684210526316,13,13,0.5,17,16,0.515151515151515,20,20,0.5,24,21,0.533333333333333,27,23,0.54,28,27,0.509090909090909,36,32,0.529411764705882,38,33,0.535211267605634,52,53,0.495238095238095,61,65,0.484126984126984,71,77,0.47972972972973,86,89,0.491428571428571,105,103,0.504807692307692,121,118,0.506276150627615,136,134,0.503703703703704
"4778","79776883","79776883-2012-10-24",100,90,2012-10-24,"HA1",2012,"M","Adult",0,1,3,3,0.5,8,7,0.533333333333333,11,12,0.478260869565217,15,15,0.5,22,20,0.523809523809524,22,20,0.523809523809524,24,24,0.5,28,27,0.509090909090909,28,31,0.474576271186441,29,33,0.467741935483871,41,44,0.482352941176471,48,54,0.470588235294118,61,65,0.484126984126984,73,79,0.480263157894737,91,92,0.497267759562842,114,108,0.513513513513513,127,121,0.512096774193548
"4785","79770053","79770053-2012-10-25",10,20,2012-10-25,"HA1",2012,"M","Adult",0,0,2,1,0.666666666666667,9,8,0.529411764705882,13,13,0.5,22,15,0.594594594594595,28,25,0.528301886792453,31,26,0.543859649122807,33,26,0.559322033898305,35,28,0.555555555555556,39,30,0.565217391304348,40,31,0.563380281690141,58,42,0.58,66,53,0.554621848739496,80,65,0.551724137931034,95,84,0.53072625698324,114,106,0.518181818181818,136,129,0.513207547169811,147,138,0.515789473684211
"4787","79772013","79772013-2012-10-25",30,50,2012-10-25,"HA1",2012,"M","Adult",1,0,2,1,0.666666666666667,7,4,0.636363636363636,15,8,0.652173913043478,18,9,0.666666666666667,24,12,0.666666666666667,28,14,0.666666666666667,31,17,0.645833333333333,40,28,0.588235294117647,46,43,0.51685393258427,49,47,0.510416666666667,78,79,0.496815286624204,108,105,0.507042253521127,124,119,0.510288065843621,145,135,0.517857142857143,152,143,0.515254237288136,152,143,0.515254237288136,152,143,0.515254237288136
"4835","79790568","79790568-2012-10-23",100,90,2012-10-23,"HA1",2012,"M","Adult",0,0,3,1,0.75,8,5,0.615384615384615,11,10,0.523809523809524,15,13,0.535714285714286,22,18,0.55,22,18,0.55,24,21,0.533333333333333,28,23,0.549019607843137,28,27,0.509090909090909,29,29,0.5,41,39,0.5125,48,47,0.505263157894737,61,54,0.530434782608696,72,67,0.517985611510791,89,79,0.529761904761905,110,95,0.536585365853659,122,107,0.532751091703057
"4841","79786569","79786569-2012-10-23",70,100,2012-10-23,"HA1",2012,"M","Adult",0,0,2,2,0.5,10,9,0.526315789473684,12,11,0.521739130434783,13,15,0.464285714285714,16,18,0.470588235294118,19,23,0.452380952380952,20,28,0.416666666666667,24,31,0.436363636363636,33,37,0.471428571428571,35,42,0.454545454545455,43,54,0.443298969072165,57,60,0.487179487179487,79,71,0.526666666666667,96,82,0.539325842696629,109,91,0.545,121,108,0.528384279475983,131,120,0.52191235059761
"4846","66872112","66872112-2012-10-23",10,70,2012-10-23,"HA1",2012,"M","Adult",0,1,2,2,0.5,5,8,0.384615384615385,10,11,0.476190476190476,13,11,0.541666666666667,20,17,0.540540540540541,23,19,0.547619047619048,28,21,0.571428571428571,37,28,0.569230769230769,42,34,0.552631578947368,43,34,0.558441558441558,52,49,0.514851485148515,69,68,0.503649635036496,81,81,0.5,98,96,0.505154639175258,114,109,0.511210762331839,133,119,0.527777777777778,137,123,0.526923076923077
"4854","67088839","67088839-2012-10-23",20,60,2012-10-23,"HA1",2012,"M","Adult",0,1,4,0,1,9,2,0.818181818181818,13,5,0.722222222222222,15,11,0.576923076923077,21,20,0.51219512195122,26,23,0.530612244897959,27,24,0.529411764705882,35,26,0.573770491803279,41,34,0.546666666666667,43,41,0.511904761904762,65,63,0.5078125,76,84,0.475,97,94,0.507853403141361,114,108,0.513513513513513,134,120,0.52755905511811,137,124,0.524904214559387,137,124,0.524904214559387
"4856","67069635","67069635-2012-10-23",30,0,2012-10-23,"HA1",2012,"F","Adult",0,1,1,1,0.5,2,4,0.333333333333333,2,6,0.25,10,8,0.555555555555556,16,14,0.533333333333333,18,16,0.529411764705882,20,19,0.512820512820513,22,21,0.511627906976744,26,24,0.52,30,26,0.535714285714286,42,40,0.51219512195122,54,47,0.534653465346535,66,55,0.545454545454545,78,69,0.530612244897959,92,78,0.541176470588235,111,102,0.52112676056338,129,120,0.518072289156627
"4859","66828572","66828572-2012-10-23",50,0,2012-10-23,"HA1",2012,"M","Adult",0,1,2,1,0.666666666666667,3,2,0.6,3,3,0.5,7,7,0.5,10,11,0.476190476190476,13,11,0.541666666666667,13,13,0.5,14,17,0.451612903225806,18,21,0.461538461538462,23,23,0.5,45,37,0.548780487804878,65,51,0.560344827586207,77,60,0.562043795620438,83,69,0.546052631578947,97,89,0.521505376344086,112,102,0.523364485981308,134,124,0.51937984496124
"4862","67088367","67088367-2012-10-23",70,40,2012-10-23,"HA1",2012,"F","NotAdult",0,0,1,0,1,5,2,0.714285714285714,10,5,0.666666666666667,11,8,0.578947368421053,20,15,0.571428571428571,22,16,0.578947368421053,26,19,0.577777777777778,30,23,0.566037735849057,38,29,0.567164179104478,42,31,0.575342465753425,72,60,0.545454545454545,93,75,0.553571428571429,112,99,0.530805687203792,126,120,0.51219512195122,134,124,0.51937984496124,137,124,0.524904214559387,137,124,0.524904214559387
"4864","79638837","79638837-2012-10-23",100,90,2012-10-23,"HA1",2012,"M","Adult",1,0,3,1,0.75,8,5,0.615384615384615,11,10,0.523809523809524,15,13,0.535714285714286,22,18,0.55,22,18,0.55,24,21,0.533333333333333,28,23,0.549019607843137,28,27,0.509090909090909,29,29,0.5,41,39,0.5125,48,47,0.505263157894737,61,54,0.530434782608696,72,67,0.517985611510791,89,79,0.529761904761905,110,95,0.536585365853659,122,107,0.532751091703057
"4865","79775849","79775849-2012-10-23",100,20,2012-10-23,"HA1",2012,"F","Adult",0,0,1,1,0.5,5,4,0.555555555555556,9,5,0.642857142857143,14,6,0.7,16,9,0.64,17,11,0.607142857142857,19,11,0.633333333333333,21,12,0.636363636363636,27,14,0.658536585365854,28,17,0.622222222222222,37,28,0.569230769230769,50,41,0.549450549450549,61,49,0.554545454545455,75,61,0.551470588235294,97,82,0.541899441340782,115,97,0.542452830188679,123,116,0.514644351464435
"4908","79782524","79782524-2012-10-24",40,100,2012-10-24,"HA1",2012,"F","Adult",0,1,1,4,0.2,5,11,0.3125,6,13,0.315789473684211,11,19,0.366666666666667,12,25,0.324324324324324,14,27,0.341463414634146,18,31,0.36734693877551,23,34,0.403508771929825,26,38,0.40625,34,39,0.465753424657534,54,58,0.482142857142857,67,73,0.478571428571429,89,90,0.497206703910615,100,99,0.50251256281407,117,110,0.515418502202643,125,123,0.504032258064516,143,137,0.510714285714286
"4910","79797884","79797884-2012-10-24",30,80,2012-10-24,"HA1",2012,"M","Adult",0,0,0,0,NA,3,3,0.5,5,5,0.5,12,16,0.428571428571429,26,25,0.509803921568627,29,28,0.508771929824561,34,30,0.53125,41,40,0.506172839506173,48,49,0.494845360824742,49,49,0.5,65,70,0.481481481481481,81,81,0.5,102,102,0.5,120,121,0.49792531120332,138,129,0.51685393258427,144,137,0.512455516014235,144,138,0.51063829787234
"4913","79789358","79789358-2012-10-24",0,60,2012-10-24,"HA1",2012,"M","Adult",0,1,0,2,0,1,6,0.142857142857143,4,8,0.333333333333333,11,11,0.5,19,16,0.542857142857143,20,21,0.48780487804878,25,26,0.490196078431373,31,27,0.53448275862069,33,28,0.540983606557377,39,29,0.573529411764706,58,45,0.563106796116505,68,66,0.507462686567164,81,78,0.509433962264151,92,96,0.48936170212766,110,105,0.511627906976744,122,121,0.502057613168724,142,133,0.516363636363636
"4919","79797793","79797793-2012-11-20",0,10,2012-11-20,"HA1",2012,"F","Adult",0,1,2,1,0.666666666666667,9,8,0.529411764705882,15,11,0.576923076923077,16,15,0.516129032258065,20,18,0.526315789473684,21,18,0.538461538461538,22,22,0.5,29,24,0.547169811320755,31,28,0.525423728813559,31,29,0.516666666666667,41,37,0.525641025641026,54,46,0.54,66,54,0.55,78,73,0.516556291390728,101,90,0.528795811518325,121,116,0.510548523206751,138,133,0.509225092250922
"4920","66872112","66872112-2012-11-20",0,60,2012-11-20,"HA1",2012,"M","Adult",0,1,1,2,0.333333333333333,2,6,0.25,5,8,0.384615384615385,12,11,0.521739130434783,20,16,0.555555555555556,21,21,0.5,26,26,0.5,32,30,0.516129032258065,34,32,0.515151515151515,40,34,0.540540540540541,62,55,0.52991452991453,75,77,0.493421052631579,90,90,0.5,105,109,0.490654205607477,123,120,0.506172839506173,136,139,0.494545454545455,160,153,0.511182108626198
"4921","79623797","79623797-2012-11-20",0,90,2012-11-20,"HA1",2012,"M","Adult",0,0,4,2,0.666666666666667,11,3,0.785714285714286,15,7,0.681818181818182,15,11,0.576923076923077,19,17,0.527777777777778,20,17,0.540540540540541,22,22,0.5,27,27,0.5,32,27,0.542372881355932,33,29,0.532258064516129,44,44,0.5,51,60,0.459459459459459,65,75,0.464285714285714,81,88,0.479289940828402,103,109,0.485849056603774,130,133,0.494296577946768,147,146,0.501706484641638
"4926","66808052","66808052-2012-11-07",20,20,2012-11-07,"HA1",2012,"M","Adult",0,1,1,2,0.333333333333333,7,6,0.538461538461538,12,13,0.48,18,19,0.486486486486487,30,25,0.545454545454545,35,29,0.546875,37,31,0.544117647058823,39,33,0.541666666666667,44,37,0.54320987654321,50,40,0.555555555555556,62,47,0.568807339449541,73,63,0.536764705882353,83,80,0.50920245398773,104,98,0.514851485148515,133,128,0.509578544061303,150,145,0.508474576271186,156,150,0.509803921568627
"4928","79782524","79782524-2012-11-07",80,70,2012-11-07,"HA1",2012,"F","Adult",0,0,0,0,NA,4,8,0.333333333333333,8,12,0.4,14,19,0.424242424242424,27,31,0.46551724137931,34,37,0.47887323943662,39,39,0.5,44,50,0.468085106382979,53,55,0.490740740740741,54,57,0.486486486486487,69,71,0.492857142857143,82,89,0.47953216374269,102,108,0.485714285714286,125,125,0.5,142,140,0.50354609929078,154,149,0.508250825082508,156,150,0.509803921568627
"4933","79772013","79772013-2012-11-07",30,50,2012-11-07,"HA1",2012,"M","Adult",1,0,2,2,0.5,7,5,0.583333333333333,15,9,0.625,18,10,0.642857142857143,24,13,0.648648648648649,28,15,0.651162790697674,31,18,0.63265306122449,40,29,0.579710144927536,46,46,0.5,49,51,0.49,79,84,0.484662576687117,111,110,0.502262443438914,127,124,0.50597609561753,148,142,0.510344827586207,156,150,0.509803921568627,156,150,0.509803921568627,156,150,0.509803921568627
"4937","79623797","79623797-2012-11-08",30,50,2012-11-08,"HA1",2012,"M","Adult",0,0,2,3,0.4,7,6,0.538461538461538,15,10,0.6,18,11,0.620689655172414,24,14,0.631578947368421,28,16,0.636363636363636,31,19,0.62,41,31,0.569444444444444,47,48,0.494736842105263,51,53,0.490384615384615,81,86,0.48502994011976,113,115,0.495614035087719,130,130,0.5,151,148,0.505016722408027,160,156,0.506329113924051,160,156,0.506329113924051,160,156,0.506329113924051
"4974","79783063","79783063-2012-11-07",100,100,2012-11-07,"HA1",2012,"F","Adult",0,1,0,0,NA,6,5,0.545454545454545,6,7,0.461538461538462,15,11,0.576923076923077,19,14,0.575757575757576,20,15,0.571428571428571,24,23,0.51063829787234,28,29,0.491228070175439,28,29,0.491228070175439,30,34,0.46875,36,44,0.45,48,57,0.457142857142857,60,67,0.47244094488189,72,81,0.470588235294118,92,97,0.486772486772487,113,112,0.502222222222222,129,125,0.507874015748031
"4975","79790568","79790568-2012-11-07",90,80,2012-11-07,"HA1",2012,"M","Adult",0,0,2,3,0.4,10,12,0.454545454545455,19,20,0.487179487179487,22,22,0.5,29,31,0.483333333333333,31,35,0.46969696969697,35,35,0.5,38,39,0.493506493506494,42,46,0.477272727272727,43,51,0.457446808510638,57,58,0.495652173913044,66,71,0.481751824817518,82,90,0.476744186046512,101,105,0.490291262135922,125,119,0.512295081967213,142,138,0.507142857142857,148,147,0.501694915254237
"4976","79776883","79776883-2012-11-07",90,80,2012-11-07,"HA1",2012,"M","Adult",0,1,2,3,0.4,10,12,0.454545454545455,19,20,0.487179487179487,22,22,0.5,29,31,0.483333333333333,31,35,0.46969696969697,35,35,0.5,38,39,0.493506493506494,42,46,0.477272727272727,43,51,0.457446808510638,57,58,0.495652173913044,66,71,0.481751824817518,82,90,0.476744186046512,101,105,0.490291262135922,125,119,0.512295081967213,142,138,0.507142857142857,148,147,0.501694915254237
"5010","79639272","79639272-2012-11-20",10,90,2012-11-20,"HA1",2012,"M","Adult",0,0,3,0,1,11,7,0.611111111111111,16,12,0.571428571428571,20,17,0.540540540540541,25,25,0.5,25,25,0.5,27,26,0.509433962264151,37,33,0.528571428571429,38,35,0.520547945205479,38,36,0.513513513513513,48,53,0.475247524752475,61,70,0.465648854961832,71,83,0.461038961038961,95,101,0.48469387755102,122,128,0.488,147,145,0.503424657534247,156,149,0.511475409836066
"5012","79789358","79789358-2012-11-20",10,30,2012-11-20,"HA1",2012,"M","Adult",0,1,1,0,1,7,5,0.583333333333333,13,14,0.481481481481481,17,19,0.472222222222222,25,24,0.510204081632653,27,30,0.473684210526316,32,31,0.507936507936508,44,36,0.55,48,39,0.551724137931034,51,41,0.554347826086957,64,52,0.551724137931034,74,68,0.52112676056338,93,86,0.519553072625698,113,108,0.51131221719457,130,126,0.5078125,151,150,0.501661129568106,162,158,0.50625
"5015","66808052","66808052-2012-11-20",40,20,2012-11-20,"HA1",2012,"M","Adult",0,1,2,0,1,5,1,0.833333333333333,6,4,0.6,11,10,0.523809523809524,21,17,0.552631578947368,25,22,0.531914893617021,29,25,0.537037037037037,37,35,0.513888888888889,51,42,0.548387096774194,56,44,0.56,76,62,0.550724637681159,92,77,0.544378698224852,110,98,0.528846153846154,127,128,0.498039215686275,156,153,0.504854368932039,163,158,0.507788161993769,163,158,0.507788161993769
"5016","79772013","79772013-2012-11-21",0,90,2012-11-21,"HA1",2012,"M","Adult",0,0,4,3,0.571428571428571,11,5,0.6875,16,9,0.64,16,13,0.551724137931034,20,19,0.512820512820513,21,19,0.525,24,24,0.5,29,30,0.491525423728814,34,30,0.53125,35,32,0.522388059701492,47,48,0.494736842105263,54,65,0.453781512605042,69,81,0.46,87,95,0.478021978021978,110,117,0.484581497797357,137,142,0.491039426523298,154,155,0.498381877022654
"5022","79790568","79790568-2012-12-04",100,90,2012-12-04,"HA1",2012,"M","Adult",1,1,5,3,0.625,11,9,0.55,15,18,0.454545454545455,19,23,0.452380952380952,26,29,0.472727272727273,26,31,0.456140350877193,28,35,0.444444444444444,33,39,0.458333333333333,34,43,0.441558441558442,35,46,0.432098765432099,51,58,0.467889908256881,59,71,0.453846153846154,73,86,0.459119496855346,88,103,0.460732984293194,107,121,0.469298245614035,132,139,0.487084870848708,150,153,0.495049504950495
"5024","66843623","66843623-2012-12-04",100,100,2012-12-04,"HA1",2012,"M","Adult",0,1,1,1,0.5,7,6,0.538461538461538,7,8,0.466666666666667,16,13,0.551724137931034,21,20,0.51219512195122,22,21,0.511627906976744,26,30,0.464285714285714,30,36,0.454545454545455,30,38,0.441176470588235,32,43,0.426666666666667,40,55,0.421052631578947,54,69,0.439024390243902,67,82,0.449664429530201,79,96,0.451428571428571,101,115,0.467592592592593,124,131,0.486274509803922,141,146,0.491289198606272
"5027","79786569","79786569-2012-12-04",70,100,2012-12-04,"HA1",2012,"M","Adult",0,0,2,4,0.333333333333333,10,13,0.434782608695652,12,16,0.428571428571429,13,21,0.382352941176471,17,26,0.395348837209302,21,37,0.362068965517241,24,44,0.352941176470588,30,51,0.37037037037037,39,58,0.402061855670103,44,64,0.407407407407407,56,82,0.405797101449275,71,91,0.438271604938272,96,108,0.470588235294118,115,123,0.483193277310924,132,135,0.49438202247191,147,155,0.486754966887417,161,168,0.48936170212766
"5040","79775849","79775849-2012-11-20",80,40,2012-11-20,"HA1",2012,"F","Adult",0,0,1,1,0.5,5,5,0.5,12,8,0.6,20,10,0.666666666666667,30,13,0.697674418604651,32,22,0.592592592592593,32,26,0.551724137931034,38,32,0.542857142857143,44,44,0.5,46,47,0.494623655913978,72,66,0.521739130434783,93,90,0.508196721311475,117,111,0.513157894736842,136,136,0.5,154,155,0.498381877022654,163,158,0.507788161993769,163,158,0.507788161993769
"5046","79786569","79786569-2012-11-20",60,90,2012-11-20,"HA1",2012,"M","Adult",0,0,0,2,0,6,10,0.375,9,20,0.310344827586207,12,22,0.352941176470588,21,31,0.403846153846154,21,34,0.381818181818182,22,42,0.34375,31,55,0.36046511627907,35,60,0.368421052631579,41,65,0.386792452830189,76,85,0.472049689440994,96,100,0.489795918367347,110,117,0.484581497797357,127,123,0.508,138,142,0.492857142857143,157,156,0.501597444089457,163,158,0.507788161993769
"5055","79782524","79782524-2012-11-21",100,100,2012-11-21,"HA1",2012,"F","Adult",0,0,1,0,1,7,5,0.583333333333333,7,7,0.5,16,12,0.571428571428571,21,17,0.552631578947368,22,18,0.55,26,27,0.490566037735849,30,33,0.476190476190476,30,35,0.461538461538462,32,40,0.444444444444444,39,52,0.428571428571429,53,66,0.445378151260504,66,79,0.455172413793103,78,93,0.456140350877193,100,111,0.4739336492891,123,127,0.492,140,141,0.498220640569395
"5058","79790568","79790568-2012-11-21",90,60,2012-11-21,"HA1",2012,"M","Adult",0,1,2,0,1,7,6,0.538461538461538,12,14,0.461538461538462,16,21,0.432432432432432,29,29,0.5,30,30,0.5,32,36,0.470588235294118,44,42,0.511627906976744,50,47,0.515463917525773,51,49,0.51,74,76,0.493333333333333,85,92,0.480225988700565,103,110,0.483568075117371,120,125,0.489795918367347,146,145,0.501718213058419,165,165,0.5,170,167,0.504451038575668
"5061","66843623","66843623-2012-11-22",90,80,2012-11-22,"HA1",2012,"M","Adult",1,0,3,6,0.333333333333333,11,15,0.423076923076923,20,25,0.444444444444444,24,27,0.470588235294118,32,38,0.457142857142857,35,43,0.448717948717949,39,43,0.475609756097561,42,48,0.466666666666667,47,55,0.46078431372549,48,60,0.444444444444444,63,71,0.470149253731343,73,84,0.464968152866242,90,106,0.459183673469388,111,121,0.478448275862069,136,136,0.5,156,158,0.496815286624204,162,167,0.492401215805471
"5096","79772013","79772013-2012-12-04",10,20,2012-12-04,"HA1",2012,"M","Adult",0,0,2,2,0.5,11,11,0.5,16,16,0.5,25,18,0.581395348837209,31,28,0.525423728813559,34,29,0.53968253968254,37,29,0.560606060606061,39,31,0.557142857142857,43,36,0.544303797468354,45,37,0.548780487804878,66,48,0.578947368421053,74,59,0.556390977443609,89,74,0.54601226993865,106,98,0.519607843137255,129,126,0.505882352941176,153,154,0.498371335504886,164,166,0.496969696969697
"5098","79630010","79630010-2012-12-04",20,70,2012-12-04,"HA1",2012,"F","Adult",0,1,1,0,1,9,4,0.692307692307692,13,9,0.590909090909091,15,15,0.5,27,27,0.5,33,34,0.492537313432836,35,39,0.472972972972973,47,50,0.484536082474227,57,59,0.491379310344828,58,60,0.491525423728814,71,83,0.461038961038961,92,102,0.474226804123711,113,126,0.472803347280335,141,150,0.484536082474227,164,163,0.501529051987768,171,171,0.5,171,172,0.498542274052478
"5140","79783063","79783063-2012-12-06",100,90,2012-12-06,"HA1",2012,"F","Adult",1,0,6,3,0.666666666666667,13,10,0.565217391304348,17,19,0.472222222222222,21,25,0.456521739130435,28,32,0.466666666666667,28,34,0.451612903225806,30,38,0.441176470588235,35,43,0.448717948717949,36,47,0.433734939759036,38,50,0.431818181818182,54,63,0.461538461538462,62,76,0.449275362318841,76,92,0.452380952380952,91,109,0.455,112,128,0.466666666666667,137,146,0.484098939929329,155,161,0.490506329113924
"5156","79638027","79638027-2012-12-19",0,20,2012-12-19,"HA1",2012,"M","Adult",0,0,2,2,0.5,7,9,0.4375,12,14,0.461538461538462,17,19,0.472222222222222,26,24,0.52,28,28,0.5,31,29,0.516666666666667,32,33,0.492307692307692,37,36,0.506849315068493,43,39,0.524390243902439,57,50,0.532710280373832,73,58,0.557251908396947,84,73,0.535031847133758,104,94,0.525252525252525,125,123,0.504032258064516,142,148,0.489655172413793,161,171,0.484939759036145
"5160","79631608","79631608-2012-12-19",30,100,2012-12-19,"HA1",2012,"F","Adult",0,1,4,5,0.444444444444444,8,15,0.347826086956522,9,17,0.346153846153846,12,24,0.333333333333333,18,31,0.36734693877551,21,38,0.355932203389831,27,42,0.391304347826087,34,50,0.404761904761905,40,53,0.43010752688172,44,59,0.427184466019417,61,82,0.426573426573427,74,95,0.437869822485207,95,121,0.439814814814815,124,142,0.466165413533835,140,161,0.465116279069767,159,174,0.477477477477477,177,187,0.486263736263736
"5201","79623028","79623028-2012-12-18",0,100,2012-12-18,"HA1",2012,"M","Adult",0,1,3,0,1,10,5,0.666666666666667,13,6,0.684210526315789,15,9,0.625,17,13,0.566666666666667,17,15,0.53125,21,23,0.477272727272727,25,28,0.471698113207547,27,29,0.482142857142857,31,37,0.455882352941176,41,45,0.476744186046512,51,62,0.451327433628319,62,78,0.442857142857143,78,96,0.448275862068966,102,111,0.47887323943662,126,145,0.464944649446494,151,165,0.477848101265823
"5202","52826884","52826884-2012-12-18",10,100,2012-12-18,"HA1",2012,"M","Adult",1,0,3,1,0.75,10,4,0.714285714285714,14,9,0.608695652173913,20,17,0.540540540540541,22,23,0.488888888888889,22,24,0.478260869565217,27,31,0.46551724137931,30,35,0.461538461538462,32,36,0.470588235294118,33,39,0.458333333333333,46,54,0.46,59,71,0.453846153846154,73,89,0.450617283950617,88,104,0.458333333333333,117,132,0.469879518072289,145,161,0.473856209150327,163,168,0.492447129909366
"5211","79783063","79783063-2012-12-19",100,90,2012-12-19,"HA1",2012,"F","Adult",0,0,6,4,0.6,14,12,0.538461538461538,18,21,0.461538461538462,22,27,0.448979591836735,29,34,0.46031746031746,29,36,0.446153846153846,31,42,0.424657534246575,36,47,0.433734939759036,37,51,0.420454545454545,39,54,0.419354838709677,55,67,0.450819672131148,63,81,0.4375,77,98,0.44,93,115,0.447115384615385,114,137,0.454183266932271,141,157,0.473154362416107,161,172,0.483483483483483
"5212","79786569","79786569-2012-12-19",50,50,2012-12-19,"HA1",2012,"M","Adult",0,0,2,0,1,4,3,0.571428571428571,8,7,0.533333333333333,14,11,0.56,20,18,0.526315789473684,21,23,0.477272727272727,27,31,0.46551724137931,45,42,0.517241379310345,52,46,0.530612244897959,55,49,0.528846153846154,97,102,0.487437185929648,149,169,0.468553459119497,174,188,0.480662983425414,182,194,0.484042553191489,182,194,0.484042553191489,182,194,0.484042553191489,182,194,0.484042553191489
