"","ID","ID.CapDate","lat","long","Capture.date","Grid","year","Sex","Age","MHV","Tryps","NoInf_0","NoUninf_0","Prev_0","NoInf_10","NoUninf_10","Prev_10","NoInf_14.1","NoUninf_14.1","Prev_14.1","NoInf_20","NoUninf_20","Prev_20","NoInf_22.4","NoUninf_22.4","Prev_22.4","NoInf_28.3","NoUninf_28.3","Prev_28.3","NoInf_30","NoUninf_30","Prev_30","NoInf_31.6","NoUninf_31.6","Prev_31.6","NoInf_36.1","NoUninf_36.1","Prev_36.1","NoInf_40","NoUninf_40","Prev_40","NoInf_50","NoUninf_50","Prev_50","NoInf_60","NoUninf_60","Prev_60","NoInf_70","NoUninf_70","Prev_70","NoInf_80","NoUninf_80","Prev_80","NoInf_90","NoUninf_90","Prev_90","NoInf_100","NoUninf_100","Prev_100","NoInf_110","NoUninf_110","Prev_110"
"4777","66843623","66843623-2012-10-24",100,70,2012-10-24,"HA1",2012,"M","Adult",0,0,2,3,0.4,4,15,0.210526315789474,5,21,0.192307692307692,6,27,0.181818181818182,7,32,0.179487179487179,7,37,0.159090909090909,8,41,0.163265306122449,8,46,0.148148148148148,13,53,0.196969696969697,13,56,0.188405797101449,18,84,0.176470588235294,20,103,0.16260162601626,22,123,0.151724137931034,22,149,0.128654970760234,24,178,0.118811881188119,27,205,0.116379310344828,31,231,0.118320610687023
"4778","79776883","79776883-2012-10-24",100,90,2012-10-24,"HA1",2012,"M","Adult",0,0,1,5,0.166666666666667,2,13,0.133333333333333,3,20,0.130434782608696,5,25,0.166666666666667,8,34,0.19047619047619,8,34,0.19047619047619,12,36,0.25,13,42,0.236363636363636,14,45,0.23728813559322,14,48,0.225806451612903,14,69,0.168674698795181,16,83,0.161616161616162,20,103,0.16260162601626,22,126,0.148648648648649,23,155,0.129213483146067,26,190,0.12037037037037,28,214,0.115702479338843
"4785","79770053","79770053-2012-10-25",10,20,2012-10-25,"HA1",2012,"M","Adult",0,0,2,1,0.666666666666667,2,15,0.117647058823529,3,23,0.115384615384615,4,32,0.111111111111111,7,44,0.137254901960784,7,47,0.12962962962963,7,49,0.125,7,52,0.11864406779661,7,58,0.107692307692308,7,60,0.104477611940299,8,87,0.0842105263157895,10,104,0.087719298245614,13,127,0.0928571428571429,18,154,0.104651162790698,20,192,0.0943396226415094,27,230,0.105058365758755,32,245,0.115523465703971
"4787","79772013","79772013-2012-10-25",30,50,2012-10-25,"HA1",2012,"M","Adult",1,0,0,3,0,0,9,0,1,20,0.0476190476190476,2,23,0.08,3,31,0.0882352941176471,3,37,0.075,3,42,0.0666666666666667,4,60,0.0625,7,78,0.0823529411764706,8,84,0.0869565217391304,15,136,0.0993377483443709,24,181,0.117073170731707,26,209,0.11063829787234,32,240,0.117647058823529,33,254,0.114982578397213,33,254,0.114982578397213,33,254,0.114982578397213
"4835","79790568","79790568-2012-10-23",100,90,2012-10-23,"HA1",2012,"M","Adult",0,0,1,3,0.25,2,11,0.153846153846154,3,18,0.142857142857143,5,23,0.178571428571429,8,32,0.2,8,32,0.2,11,34,0.244444444444444,11,40,0.215686274509804,12,43,0.218181818181818,12,46,0.206896551724138,12,66,0.153846153846154,13,79,0.141304347826087,16,96,0.142857142857143,18,117,0.133333333333333,19,144,0.116564417177914,22,177,0.110552763819095,24,199,0.10762331838565
"4841","79786569","79786569-2012-10-23",70,100,2012-10-23,"HA1",2012,"M","Adult",0,1,0,4,0,4,15,0.210526315789474,4,19,0.173913043478261,4,24,0.142857142857143,5,28,0.151515151515152,6,35,0.146341463414634,8,39,0.170212765957447,10,44,0.185185185185185,11,58,0.159420289855072,11,65,0.144736842105263,14,82,0.145833333333333,14,100,0.12280701754386,16,130,0.10958904109589,20,153,0.115606936416185,23,171,0.118556701030928,26,196,0.117117117117117,27,216,0.111111111111111
"4846","66872112","66872112-2012-10-23",10,70,2012-10-23,"HA1",2012,"M","Adult",0,0,0,4,0,0,13,0,1,20,0.0476190476190476,1,23,0.0416666666666667,3,32,0.0857142857142857,3,37,0.075,4,43,0.0851063829787234,4,58,0.0645161290322581,5,68,0.0684931506849315,5,69,0.0675675675675676,9,89,0.0918367346938776,11,121,0.0833333333333333,16,141,0.101910828025478,20,167,0.106951871657754,25,190,0.116279069767442,28,216,0.114754098360656,28,224,0.111111111111111
"4854","67088839","67088839-2012-10-23",20,60,2012-10-23,"HA1",2012,"M","Adult",0,0,1,3,0.25,1,8,0.111111111111111,1,15,0.0625,1,23,0.0416666666666667,2,37,0.0512820512820513,2,44,0.0434782608695652,2,46,0.0416666666666667,3,55,0.0517241379310345,6,66,0.0833333333333333,6,75,0.0740740740740741,12,111,0.0975609756097561,16,139,0.103225806451613,19,165,0.103260869565217,24,190,0.11214953271028,28,218,0.113821138211382,28,225,0.110671936758893,28,225,0.110671936758893
"4856","67069635","67069635-2012-10-23",30,0,2012-10-23,"HA1",2012,"F","Adult",0,0,0,1,0,1,4,0.2,2,5,0.285714285714286,2,14,0.125,2,26,0.0714285714285714,4,28,0.125,6,31,0.162162162162162,6,35,0.146341463414634,6,42,0.125,6,48,0.111111111111111,9,70,0.113924050632911,11,85,0.114583333333333,12,103,0.104347826086957,12,128,0.0857142857142857,13,149,0.0802469135802469,23,182,0.11219512195122,25,216,0.103734439834025
"4859","66828572","66828572-2012-10-23",50,0,2012-10-23,"HA1",2012,"M","Adult",0,0,0,3,0,0,5,0,0,6,0,0,13,0,1,19,0.05,1,21,0.0454545454545455,1,23,0.0416666666666667,3,26,0.103448275862069,5,32,0.135135135135135,5,39,0.113636363636364,10,69,0.126582278481013,11,101,0.0982142857142857,12,118,0.0923076923076923,14,131,0.096551724137931,18,160,0.101123595505618,22,184,0.106796116504854,28,222,0.112
"4862","67088367","67088367-2012-10-23",70,40,2012-10-23,"HA1",2012,"F","NotAdult",0,1,0,1,0,1,5,0.166666666666667,3,11,0.214285714285714,3,15,0.166666666666667,4,29,0.121212121212121,4,32,0.111111111111111,5,38,0.116279069767442,5,46,0.0980392156862745,6,59,0.0923076923076923,6,65,0.0845070422535211,15,112,0.118110236220472,20,141,0.124223602484472,25,178,0.123152709359606,25,213,0.105042016806723,28,222,0.112,28,225,0.110671936758893,28,225,0.110671936758893
"4864","79638837","79638837-2012-10-23",100,90,2012-10-23,"HA1",2012,"M","Adult",1,0,1,3,0.25,2,11,0.153846153846154,3,18,0.142857142857143,5,23,0.178571428571429,8,32,0.2,8,32,0.2,11,34,0.244444444444444,11,40,0.215686274509804,12,43,0.218181818181818,12,46,0.206896551724138,12,66,0.153846153846154,13,79,0.141304347826087,16,96,0.142857142857143,18,117,0.133333333333333,19,144,0.116564417177914,22,177,0.110552763819095,24,199,0.10762331838565
"4865","79775849","79775849-2012-10-23",100,20,2012-10-23,"HA1",2012,"F","Adult",0,0,0,2,0,0,9,0,0,14,0,1,19,0.05,2,23,0.08,2,25,0.0740740740740741,2,27,0.0689655172413793,2,29,0.0645161290322581,2,37,0.0512820512820513,3,40,0.0697674418604651,7,56,0.111111111111111,9,80,0.101123595505618,12,95,0.11214953271028,16,115,0.122137404580153,22,150,0.127906976744186,25,180,0.121951219512195,26,205,0.112554112554113
"4908","79782524","79782524-2012-10-24",40,100,2012-10-24,"HA1",2012,"F","Adult",0,1,1,4,0.2,2,14,0.125,2,17,0.105263157894737,2,28,0.0666666666666667,2,35,0.0540540540540541,2,38,0.05,3,45,0.0625,6,50,0.107142857142857,6,57,0.0952380952380952,8,64,0.111111111111111,13,97,0.118181818181818,14,123,0.102189781021898,21,155,0.119318181818182,25,168,0.129533678756477,29,191,0.131818181818182,31,210,0.128630705394191,32,240,0.117647058823529
"4910","79797884","79797884-2012-10-24",30,80,2012-10-24,"HA1",2012,"M","Adult",0,0,0,0,NA,0,6,0,1,9,0.1,1,26,0.037037037037037,3,47,0.06,3,53,0.0535714285714286,3,59,0.0483870967741935,5,73,0.0641025641025641,5,89,0.0531914893617021,5,90,0.0526315789473684,14,117,0.106870229007634,19,138,0.121019108280255,24,173,0.121827411167513,31,202,0.133047210300429,32,227,0.123552123552124,32,241,0.117216117216117,32,242,0.116788321167883
"4913","79789358","79789358-2012-10-24",0,60,2012-10-24,"HA1",2012,"M","Adult",0,0,0,2,0,0,7,0,0,12,0,1,20,0.0476190476190476,2,31,0.0606060606060606,2,37,0.0512820512820513,4,44,0.0833333333333333,4,51,0.0727272727272727,4,54,0.0689655172413793,4,61,0.0615384615384615,8,91,0.0808080808080808,12,118,0.0923076923076923,14,139,0.0915032679738562,20,162,0.10989010989011,26,182,0.125,28,207,0.119148936170213,32,235,0.119850187265918
"4919","79797793","79797793-2012-11-20",0,10,2012-11-20,"HA1",2012,"F","Adult",0,0,0,3,0,2,15,0.117647058823529,4,22,0.153846153846154,5,26,0.161290322580645,5,33,0.131578947368421,5,34,0.128205128205128,6,37,0.13953488372093,7,43,0.14,8,48,0.142857142857143,8,49,0.140350877192982,8,66,0.108108108108108,9,86,0.0947368421052632,11,104,0.0956521739130435,15,131,0.102739726027397,19,166,0.102702702702703,22,207,0.0960698689956332,27,236,0.102661596958175
"4920","66872112","66872112-2012-11-20",0,60,2012-11-20,"HA1",2012,"M","Adult",0,0,0,3,0,0,8,0,0,13,0,1,21,0.0454545454545455,2,32,0.0588235294117647,2,38,0.05,4,45,0.0816326530612245,4,55,0.0677966101694915,4,59,0.0634920634920635,5,66,0.0704225352112676,9,104,0.079646017699115,15,133,0.101351351351351,18,156,0.103448275862069,24,184,0.115384615384615,30,206,0.127118644067797,33,234,0.123595505617978,37,268,0.121311475409836
"4921","79623797","79623797-2012-11-20",0,90,2012-11-20,"HA1",2012,"M","Adult",0,0,2,4,0.333333333333333,2,12,0.142857142857143,2,20,0.0909090909090909,2,24,0.0769230769230769,2,34,0.0555555555555556,2,35,0.0540540540540541,2,42,0.0454545454545455,2,52,0.037037037037037,3,56,0.0508474576271186,4,58,0.0645161290322581,6,79,0.0705882352941176,9,99,0.0833333333333333,14,122,0.102941176470588,19,145,0.115853658536585,27,180,0.130434782608696,32,223,0.125490196078431,37,248,0.129824561403509
"4926","66808052","66808052-2012-11-07",20,20,2012-11-07,"HA1",2012,"M","Adult",0,0,0,3,0,3,9,0.25,5,19,0.208333333333333,6,30,0.166666666666667,7,46,0.132075471698113,8,53,0.131147540983607,8,56,0.125,8,60,0.117647058823529,8,69,0.103896103896104,9,77,0.104651162790698,11,93,0.105769230769231,14,117,0.106870229007634,16,141,0.101910828025478,20,174,0.103092783505155,27,226,0.106719367588933,34,253,0.118466898954704,35,263,0.11744966442953
"4928","79782524","79782524-2012-11-07",80,70,2012-11-07,"HA1",2012,"F","Adult",0,0,0,0,NA,2,10,0.166666666666667,3,17,0.15,5,28,0.151515151515152,10,46,0.178571428571429,11,58,0.159420289855072,13,62,0.173333333333333,16,75,0.175824175824176,17,88,0.161904761904762,18,90,0.166666666666667,24,113,0.175182481751825,24,143,0.143712574850299,26,179,0.126829268292683,28,216,0.114754098360656,33,241,0.12043795620438,34,261,0.115254237288136,35,263,0.11744966442953
"4933","79772013","79772013-2012-11-07",30,50,2012-11-07,"HA1",2012,"M","Adult",1,0,0,4,0,0,10,0,1,21,0.0454545454545455,2,24,0.0769230769230769,3,32,0.0857142857142857,3,38,0.0731707317073171,3,43,0.0652173913043478,4,61,0.0615384615384615,8,80,0.0909090909090909,9,87,0.09375,17,140,0.10828025477707,26,187,0.122065727699531,28,215,0.11522633744856,34,248,0.120567375886525,35,263,0.11744966442953,35,263,0.11744966442953,35,263,0.11744966442953
"4937","79623797","79623797-2012-11-08",30,50,2012-11-08,"HA1",2012,"M","Adult",0,0,0,5,0,0,11,0,1,22,0.0434782608695652,2,25,0.0740740740740741,3,33,0.0833333333333333,3,39,0.0714285714285714,3,44,0.0638297872340425,4,64,0.0588235294117647,8,83,0.0879120879120879,9,91,0.09,17,144,0.105590062111801,27,193,0.122727272727273,30,222,0.119047619047619,36,255,0.123711340206186,37,271,0.12012987012987,37,271,0.12012987012987,37,271,0.12012987012987
"4974","79783063","79783063-2012-11-07",100,100,2012-11-07,"HA1",2012,"F","Adult",0,0,0,0,NA,1,10,0.0909090909090909,1,12,0.0769230769230769,4,22,0.153846153846154,5,28,0.151515151515152,6,29,0.171428571428571,9,38,0.191489361702128,12,45,0.210526315789474,12,45,0.210526315789474,13,51,0.203125,14,65,0.177215189873418,17,86,0.16504854368932,19,105,0.153225806451613,22,128,0.146666666666667,25,160,0.135135135135135,26,194,0.118181818181818,29,219,0.116935483870968
"4975","79790568","79790568-2012-11-07",90,80,2012-11-07,"HA1",2012,"M","Adult",0,0,1,4,0.2,3,19,0.136363636363636,6,33,0.153846153846154,6,38,0.136363636363636,13,47,0.216666666666667,14,52,0.212121212121212,14,54,0.205882352941176,14,61,0.186666666666667,14,72,0.162790697674419,15,77,0.16304347826087,17,95,0.151785714285714,23,111,0.171641791044776,24,144,0.142857142857143,26,175,0.129353233830846,27,211,0.113445378151261,33,239,0.121323529411765,34,253,0.118466898954704
"4976","79776883","79776883-2012-11-07",90,80,2012-11-07,"HA1",2012,"M","Adult",0,1,1,4,0.2,3,19,0.136363636363636,6,33,0.153846153846154,6,38,0.136363636363636,13,47,0.216666666666667,14,52,0.212121212121212,14,54,0.205882352941176,14,61,0.186666666666667,14,72,0.162790697674419,15,77,0.16304347826087,17,95,0.151785714285714,23,111,0.171641791044776,24,144,0.142857142857143,26,175,0.129353233830846,27,211,0.113445378151261,33,239,0.121323529411765,34,253,0.118466898954704
"5010","79639272","79639272-2012-11-20",10,90,2012-11-20,"HA1",2012,"M","Adult",0,0,0,3,0,2,16,0.111111111111111,2,26,0.0714285714285714,2,35,0.0540540540540541,2,48,0.04,2,48,0.04,3,50,0.0566037735849057,6,64,0.0857142857142857,6,66,0.0833333333333333,6,67,0.0821917808219178,9,90,0.0909090909090909,12,115,0.094488188976378,17,133,0.113333333333333,24,167,0.12565445026178,30,213,0.123456790123457,37,247,0.130281690140845,37,260,0.124579124579125
"5012","79789358","79789358-2012-11-20",10,30,2012-11-20,"HA1",2012,"M","Adult",0,0,0,1,0,3,9,0.25,4,22,0.153846153846154,5,30,0.142857142857143,6,40,0.130434782608696,7,47,0.12962962962963,7,53,0.116666666666667,9,68,0.116883116883117,9,73,0.109756097560976,9,78,0.103448275862069,10,101,0.0900900900900901,12,125,0.0875912408759124,18,156,0.103448275862069,22,192,0.102803738317757,27,221,0.108870967741935,35,258,0.119453924914676,37,275,0.118589743589744
"5015","66808052","66808052-2012-11-20",40,20,2012-11-20,"HA1",2012,"M","Adult",0,0,0,2,0,0,5,0,2,7,0.222222222222222,2,18,0.1,4,32,0.111111111111111,5,40,0.111111111111111,7,45,0.134615384615385,8,62,0.114285714285714,10,80,0.111111111111111,12,85,0.123711340206186,15,117,0.113636363636364,16,146,0.0987654320987654,18,182,0.09,29,218,0.117408906882591,36,265,0.119601328903654,37,276,0.118210862619808,37,276,0.118210862619808
"5016","79772013","79772013-2012-11-21",0,90,2012-11-21,"HA1",2012,"M","Adult",0,1,2,5,0.285714285714286,2,14,0.125,2,23,0.08,2,27,0.0689655172413793,2,37,0.0512820512820513,2,38,0.05,2,46,0.0416666666666667,2,57,0.0338983050847458,3,61,0.046875,4,63,0.0597014925373134,7,85,0.0760869565217391,10,106,0.0862068965517241,15,131,0.102739726027397,20,157,0.112994350282486,28,194,0.126126126126126,33,238,0.121771217712177,38,263,0.12624584717608
"5022","79790568","79790568-2012-12-04",100,90,2012-12-04,"HA1",2012,"M","Adult",1,0,1,7,0.125,2,18,0.1,4,29,0.121212121212121,6,36,0.142857142857143,9,46,0.163636363636364,9,48,0.157894736842105,13,50,0.206349206349206,15,57,0.208333333333333,16,61,0.207792207792208,16,65,0.197530864197531,17,90,0.158878504672897,21,106,0.165354330708661,26,130,0.166666666666667,28,159,0.149732620320856,29,194,0.130044843049327,33,232,0.124528301886792,35,262,0.117845117845118
"5024","66843623","66843623-2012-12-04",100,100,2012-12-04,"HA1",2012,"M","Adult",0,0,0,2,0,1,12,0.0769230769230769,1,14,0.0666666666666667,4,25,0.137931034482759,6,35,0.146341463414634,7,36,0.162790697674419,10,46,0.178571428571429,13,53,0.196969696969697,13,55,0.191176470588235,14,61,0.186666666666667,17,77,0.180851063829787,21,100,0.173553719008264,23,123,0.157534246575342,26,146,0.151162790697674,29,183,0.136792452830189,30,220,0.12,34,247,0.120996441281139
"5027","79786569","79786569-2012-12-04",70,100,2012-12-04,"HA1",2012,"M","Adult",0,0,1,5,0.166666666666667,6,17,0.260869565217391,6,22,0.214285714285714,7,27,0.205882352941176,9,33,0.214285714285714,12,45,0.210526315789474,15,52,0.223880597014925,17,63,0.2125,18,78,0.1875,18,89,0.168224299065421,22,115,0.160583941605839,23,136,0.144654088050314,26,174,0.13,31,202,0.133047210300429,34,227,0.130268199233716,37,258,0.125423728813559,39,282,0.121495327102804
"5040","79775849","79775849-2012-11-20",80,40,2012-11-20,"HA1",2012,"F","Adult",0,0,0,1,0,2,7,0.222222222222222,3,15,0.166666666666667,5,23,0.178571428571429,6,35,0.146341463414634,7,45,0.134615384615385,7,49,0.125,8,60,0.117647058823529,10,76,0.116279069767442,11,80,0.120879120879121,15,120,0.111111111111111,23,155,0.129213483146067,29,192,0.131221719457014,33,231,0.125,35,266,0.116279069767442,37,276,0.118210862619808,37,276,0.118210862619808
"5046","79786569","79786569-2012-11-20",60,90,2012-11-20,"HA1",2012,"M","Adult",0,0,0,2,0,3,12,0.2,6,22,0.214285714285714,7,26,0.212121212121212,13,38,0.254901960784314,13,41,0.240740740740741,13,50,0.206349206349206,15,70,0.176470588235294,15,79,0.159574468085106,16,89,0.152380952380952,22,136,0.139240506329114,26,165,0.136125654450262,29,193,0.130630630630631,31,212,0.127572016460905,35,238,0.128205128205128,36,269,0.118032786885246,37,276,0.118210862619808
"5055","79782524","79782524-2012-11-21",100,100,2012-11-21,"HA1",2012,"F","Adult",0,0,0,1,0,1,11,0.0833333333333333,1,13,0.0714285714285714,4,24,0.142857142857143,6,32,0.157894736842105,7,33,0.175,10,43,0.188679245283019,13,50,0.206349206349206,13,52,0.2,14,58,0.194444444444444,16,74,0.177777777777778,20,97,0.170940170940171,22,120,0.154929577464789,25,143,0.148809523809524,28,179,0.135265700483092,29,216,0.118367346938776,32,243,0.116363636363636
"5058","79790568","79790568-2012-11-21",90,60,2012-11-21,"HA1",2012,"M","Adult",0,1,0,2,0,1,11,0.0833333333333333,3,22,0.12,5,31,0.138888888888889,8,48,0.142857142857143,9,49,0.155172413793103,9,57,0.136363636363636,11,73,0.130952380952381,16,78,0.170212765957447,16,81,0.164948453608247,23,124,0.156462585034014,25,148,0.144508670520231,29,180,0.138755980861244,30,209,0.125523012552301,34,250,0.119718309859155,37,285,0.114906832298137,38,291,0.115501519756839
"5061","66843623","66843623-2012-11-22",90,80,2012-11-22,"HA1",2012,"M","Adult",1,0,2,7,0.222222222222222,4,22,0.153846153846154,7,38,0.155555555555556,8,43,0.156862745098039,15,55,0.214285714285714,16,62,0.205128205128205,16,64,0.2,16,72,0.181818181818182,16,84,0.16,17,89,0.160377358490566,21,110,0.16030534351145,27,127,0.175324675324675,28,164,0.145833333333333,30,197,0.13215859030837,31,235,0.116541353383459,38,268,0.124183006535948,39,282,0.121495327102804
"5096","79772013","79772013-2012-12-04",10,20,2012-12-04,"HA1",2012,"M","Adult",0,0,2,2,0.5,3,19,0.136363636363636,4,28,0.125,5,37,0.119047619047619,8,49,0.140350877192982,8,52,0.133333333333333,8,55,0.126984126984127,8,58,0.121212121212121,8,67,0.106666666666667,8,70,0.102564102564103,9,100,0.0825688073394495,11,117,0.0859375,14,144,0.0886075949367089,21,176,0.106598984771574,26,221,0.105263157894737,34,265,0.11371237458194,39,283,0.12111801242236
"5098","79630010","79630010-2012-12-04",20,70,2012-12-04,"HA1",2012,"F","Adult",0,0,0,1,0,1,12,0.0769230769230769,1,20,0.0476190476190476,1,27,0.0357142857142857,1,51,0.0192307692307692,5,60,0.0769230769230769,5,67,0.0694444444444444,7,88,0.0736842105263158,10,103,0.0884955752212389,10,105,0.0869565217391304,14,136,0.0933333333333333,24,165,0.126984126984127,29,204,0.124463519313305,37,246,0.130742049469965,40,279,0.125391849529781,40,294,0.119760479041916,40,295,0.119402985074627
"5140","79783063","79783063-2012-12-06",100,90,2012-12-06,"HA1",2012,"F","Adult",1,0,1,8,0.111111111111111,3,20,0.130434782608696,5,31,0.138888888888889,7,39,0.152173913043478,10,50,0.166666666666667,10,52,0.161290322580645,14,54,0.205882352941176,16,62,0.205128205128205,17,66,0.204819277108434,17,71,0.193181818181818,18,97,0.156521739130435,22,113,0.162962962962963,27,138,0.163636363636364,29,167,0.147959183673469,31,204,0.131914893617021,35,242,0.126353790613718,37,272,0.119741100323625
"5156","79638027","79638027-2012-12-19",0,20,2012-12-19,"HA1",2012,"M","Adult",0,1,1,3,0.25,3,13,0.1875,3,23,0.115384615384615,4,31,0.114285714285714,6,43,0.122448979591837,6,49,0.109090909090909,6,52,0.103448275862069,8,55,0.126984126984127,8,61,0.115942028985507,8,69,0.103896103896104,9,92,0.0891089108910891,9,116,0.072,14,137,0.0927152317880795,18,174,0.09375,24,216,0.1,31,250,0.110320284697509,35,288,0.108359133126935
"5160","79631608","79631608-2012-12-19",30,100,2012-12-19,"HA1",2012,"F","Adult",0,0,0,9,0,2,21,0.0869565217391304,3,23,0.115384615384615,4,32,0.111111111111111,5,44,0.102040816326531,6,53,0.101694915254237,6,63,0.0869565217391304,9,75,0.107142857142857,9,83,0.0978260869565217,10,91,0.099009900990099,17,123,0.121428571428571,18,147,0.109090909090909,24,187,0.113744075829384,31,227,0.12015503875969,38,255,0.129692832764505,40,284,0.123456790123457,42,313,0.11830985915493
"5201","79623028","79623028-2012-12-18",0,100,2012-12-18,"HA1",2012,"M","Adult",0,0,0,3,0,3,12,0.2,3,16,0.157894736842105,3,21,0.125,3,27,0.1,3,29,0.09375,3,41,0.0681818181818182,3,50,0.0566037735849057,3,53,0.0535714285714286,5,62,0.0746268656716418,8,76,0.0952380952380952,10,99,0.0917431192660551,12,123,0.0888888888888889,20,149,0.118343195266272,24,183,0.115942028985507,34,230,0.128787878787879,40,267,0.130293159609121
"5202","52826884","52826884-2012-12-18",10,100,2012-12-18,"HA1",2012,"M","Adult",1,0,0,4,0,0,14,0,3,20,0.130434782608696,3,34,0.0810810810810811,3,42,0.0666666666666667,3,43,0.0652173913043478,5,53,0.0862068965517241,6,59,0.0923076923076923,6,62,0.0882352941176471,7,65,0.0972222222222222,10,88,0.102040816326531,12,114,0.0952380952380952,18,139,0.114649681528662,23,164,0.122994652406417,30,213,0.123456790123457,39,259,0.130872483221477,41,281,0.127329192546584
"5211","79783063","79783063-2012-12-19",100,90,2012-12-19,"HA1",2012,"F","Adult",0,0,1,9,0.1,3,23,0.115384615384615,5,34,0.128205128205128,7,42,0.142857142857143,10,53,0.158730158730159,10,55,0.153846153846154,14,59,0.191780821917808,16,67,0.192771084337349,17,71,0.193181818181818,17,76,0.182795698924731,18,102,0.15,22,119,0.156028368794326,27,145,0.156976744186047,29,175,0.142156862745098,31,215,0.126016260162602,35,257,0.11986301369863,37,289,0.113496932515337
"5212","79786569","79786569-2012-12-19",50,50,2012-12-19,"HA1",2012,"M","Adult",0,0,0,2,0,0,7,0,1,14,0.0666666666666667,1,24,0.04,3,34,0.0810810810810811,6,37,0.13953488372093,7,49,0.125,8,75,0.0963855421686747,9,84,0.0967741935483871,10,88,0.102040816326531,25,168,0.129533678756477,36,273,0.116504854368932,40,313,0.113314447592068,42,325,0.114441416893733,42,325,0.114441416893733,42,325,0.114441416893733,42,325,0.114441416893733
